"mlbam_id","year","Change","Fourseam","Slider","Curve","Sinker","Split","Cutter","Knuckler","Slow.Curve","Screwball"
134321,2010,NA,468,666,NA,1429,741,NA,NA,NA,NA
456102,2012,30,NA,52,33,189,NA,NA,NA,NA,NA
456102,2011,295,43,70,141,570,NA,4,NA,NA,NA
456102,2010,248,60,157,220,943,NA,10,NA,NA,NA
461856,2014,NA,44,49,59,55,24,NA,NA,NA,NA
461856,2013,NA,252,279,28,210,70,NA,NA,NA,NA
461856,2012,NA,283,293,57,150,93,NA,NA,NA,NA
461856,2011,NA,67,153,20,156,66,NA,NA,NA,NA
461856,2010,NA,5,7,1,1,2,NA,NA,NA,NA
607359,2015,17,296,129,NA,34,NA,NA,NA,NA,NA
607359,2014,2,138,27,NA,NA,NA,NA,NA,NA,NA
572017,2014,28,50,8,10,14,NA,2,NA,NA,NA
572017,2013,1,7,7,NA,6,NA,NA,NA,NA,NA
572017,2012,NA,23,13,NA,6,NA,NA,NA,NA,NA
519110,2014,NA,NA,12,NA,22,NA,NA,NA,NA,NA
519110,2013,NA,NA,27,NA,27,NA,9,NA,NA,NA
519110,2012,12,10,48,NA,67,NA,NA,NA,NA,NA
519110,2011,65,103,239,NA,195,NA,NA,NA,NA,NA
519110,2010,7,8,18,NA,7,NA,NA,NA,NA,NA
489197,2014,15,91,33,NA,39,NA,NA,NA,NA,NA
489197,2013,47,151,88,NA,159,NA,NA,NA,NA,NA
489197,2012,6,94,46,NA,NA,NA,NA,NA,NA,NA
332292,2010,18,91,80,NA,NA,NA,NA,NA,NA,NA
448159,2015,NA,298,169,NA,NA,26,NA,NA,NA,NA
448159,2014,NA,263,260,NA,18,82,NA,NA,NA,NA
448159,2013,NA,364,320,NA,NA,86,NA,NA,NA,NA
448159,2012,NA,620,NA,208,NA,277,NA,NA,NA,NA
448159,2010,NA,1258,NA,359,NA,607,NA,NA,NA,NA
519105,2013,669,577,NA,451,1408,NA,NA,NA,NA,NA
519105,2012,686,1055,23,406,850,NA,NA,NA,NA,NA
519105,2011,12,76,NA,16,10,NA,NA,NA,NA,NA
453284,2014,NA,250,NA,85,2,27,NA,NA,NA,NA
453284,2013,NA,488,NA,270,20,48,NA,NA,NA,NA
453284,2012,8,57,NA,50,8,NA,NA,NA,NA,NA
120221,2010,147,234,273,150,274,NA,NA,NA,NA,NA
449097,2015,NA,590,152,NA,NA,131,NA,NA,NA,NA
449097,2014,NA,691,150,NA,NA,179,NA,NA,NA,NA
449097,2013,NA,678,108,NA,NA,179,NA,NA,NA,NA
449097,2012,NA,823,99,NA,NA,230,NA,NA,NA,NA
449097,2011,NA,748,99,NA,NA,154,NA,NA,NA,NA
449097,2010,NA,798,107,NA,NA,240,NA,NA,NA,NA
461212,2012,2,NA,NA,14,38,NA,39,NA,NA,NA
461212,2011,25,NA,NA,79,135,NA,123,NA,NA,NA
461212,2010,20,NA,NA,175,200,NA,253,NA,NA,NA
218894,2012,NA,399,NA,18,242,119,NA,NA,55,NA
218894,2011,NA,65,NA,12,63,8,NA,NA,NA,NA
218894,2010,NA,595,NA,208,473,158,NA,NA,2,NA
452249,2012,1,229,40,NA,NA,NA,NA,NA,NA,NA
452249,2011,57,896,149,NA,NA,NA,NA,NA,NA,NA
452249,2010,106,477,99,NA,NA,NA,NA,NA,NA,NA
502168,2014,18,12,NA,16,45,NA,NA,NA,NA,NA
596064,2015,199,246,43,85,265,NA,NA,NA,NA,NA
596064,2014,6,2,NA,2,9,NA,NA,NA,NA,NA
407489,2014,NA,3,NA,1,2,NA,NA,NA,NA,NA
519096,2015,67,95,33,18,433,NA,48,NA,NA,NA
519096,2014,163,185,143,39,715,NA,NA,NA,NA,NA
519096,2013,52,139,53,8,393,NA,NA,NA,NA,NA
519096,2012,12,93,54,6,86,NA,NA,NA,NA,NA
400061,2013,98,303,37,104,48,NA,NA,NA,NA,NA
400061,2012,183,491,65,170,86,NA,NA,NA,5,NA
400061,2011,448,1095,236,225,298,NA,NA,NA,NA,NA
400061,2010,532,1577,508,476,354,NA,NA,NA,23,NA
532077,2015,165,802,181,NA,43,NA,NA,NA,NA,NA
532077,2014,5,28,9,NA,NA,NA,NA,NA,NA,NA
592612,2015,72,206,NA,NA,3,NA,168,NA,NA,NA
133460,2010,10,108,3,35,35,NA,NA,NA,NA,NA
517451,2013,157,8,235,NA,372,NA,NA,NA,NA,NA
517451,2011,1,12,5,NA,NA,NA,NA,NA,NA,NA
514639,2014,2,16,6,NA,9,NA,NA,NA,NA,NA
514639,2013,11,96,49,NA,42,NA,NA,NA,NA,NA
514639,2012,NA,32,7,NA,13,NA,NA,NA,NA,NA
446185,2014,NA,159,2,88,243,70,114,NA,NA,NA
446185,2013,NA,163,NA,207,290,52,221,NA,NA,NA
446185,2012,NA,316,20,227,NA,38,307,NA,NA,NA
446185,2011,NA,295,47,181,NA,40,406,NA,NA,NA
446185,2010,NA,287,23,183,2,34,415,NA,NA,NA
476134,2014,4,25,NA,4,4,NA,NA,NA,NA,NA
476134,2013,31,176,64,45,28,NA,NA,NA,NA,NA
476134,2012,42,199,55,63,21,NA,NA,NA,NA,NA
621397,2015,17,79,81,NA,14,NA,NA,NA,NA,NA
457796,2013,2,18,6,NA,NA,NA,NA,NA,NA,NA
457796,2012,1,17,2,NA,NA,NA,NA,NA,NA,NA
457796,2011,9,80,20,NA,NA,NA,NA,NA,NA,NA
457796,2010,113,397,178,NA,NA,NA,NA,NA,NA,NA
435179,2010,222,656,425,NA,NA,NA,NA,NA,NA,NA
543607,2015,55,75,NA,34,73,NA,NA,NA,NA,NA
543607,2014,4,14,6,1,10,NA,NA,NA,NA,NA
543607,2013,5,45,9,NA,26,NA,NA,NA,NA,NA
500902,2014,4,96,23,NA,NA,NA,NA,NA,NA,NA
500902,2012,3,16,8,NA,5,NA,NA,NA,NA,NA
500902,2011,47,245,78,NA,14,NA,NA,NA,NA,NA
119984,2013,22,342,NA,180,166,NA,NA,NA,NA,NA
119984,2012,12,520,NA,210,131,NA,NA,NA,NA,NA
119984,2011,13,501,NA,288,162,NA,NA,NA,NA,NA
119984,2010,13,712,NA,343,103,NA,NA,NA,NA,NA
501989,2011,23,114,52,NA,NA,NA,NA,NA,NA,NA
501989,2010,34,273,102,NA,NA,NA,NA,NA,NA,NA
506606,2013,19,36,NA,16,NA,NA,NA,NA,NA,NA
506606,2011,46,79,NA,36,NA,NA,NA,NA,NA,NA
506606,2010,192,471,NA,171,NA,NA,NA,NA,NA,NA
349193,2012,4,233,145,13,NA,NA,NA,NA,NA,NA
349193,2011,13,521,354,4,NA,NA,NA,NA,NA,NA
349193,2010,NA,463,303,NA,NA,NA,NA,NA,NA,NA
456027,2015,21,251,157,NA,NA,NA,NA,NA,NA,NA
456027,2013,124,642,203,NA,2,NA,NA,NA,NA,NA
456027,2012,126,189,268,NA,299,NA,21,NA,NA,NA
456027,2011,55,257,167,2,267,NA,NA,NA,NA,NA
456027,2010,155,554,502,NA,626,NA,NA,NA,NA,NA
596331,2015,NA,20,23,NA,8,NA,NA,NA,NA,NA
596331,2014,5,67,17,NA,NA,NA,NA,NA,NA,NA
468396,2015,86,603,317,NA,104,NA,NA,NA,NA,NA
468396,2014,85,414,157,NA,57,NA,NA,NA,NA,NA
468396,2013,271,960,603,NA,98,NA,NA,NA,NA,NA
468396,2012,13,680,387,NA,15,NA,NA,NA,NA,NA
468396,2011,132,1809,865,NA,199,NA,NA,NA,NA,NA
468396,2010,38,520,239,NA,13,NA,NA,NA,NA,NA
543606,2015,NA,1394,118,92,NA,825,323,NA,NA,NA
543606,2014,NA,1691,174,165,42,741,202,NA,NA,NA
543606,2013,85,320,88,41,NA,NA,NA,NA,NA,NA
543606,2012,30,169,16,31,NA,NA,NA,NA,NA,NA
519085,2015,132,374,87,49,NA,NA,NA,NA,NA,NA
519085,2014,574,966,6,476,285,NA,NA,NA,NA,NA
519085,2013,234,498,NA,184,185,NA,NA,NA,NA,NA
519085,2012,5,10,NA,3,9,NA,NA,NA,NA,NA
623184,2015,56,371,190,114,261,NA,NA,NA,NA,NA
457711,2015,204,382,255,34,292,NA,NA,NA,NA,NA
457711,2014,34,83,41,9,25,NA,NA,NA,NA,NA
457711,2013,80,256,96,50,44,NA,34,NA,NA,NA
457711,2012,19,85,37,5,NA,NA,NA,NA,NA,NA
457711,2011,130,629,257,70,NA,NA,NA,NA,NA,NA
457711,2010,272,805,332,10,NA,NA,NA,NA,NA,NA
594951,2015,35,138,165,12,40,NA,NA,NA,NA,NA
503285,2015,5,341,469,NA,245,NA,NA,NA,NA,NA
503285,2014,10,340,484,NA,258,NA,NA,NA,NA,NA
503285,2013,NA,264,516,NA,196,NA,NA,NA,NA,NA
503285,2012,NA,240,495,NA,349,NA,NA,NA,NA,NA
503285,2011,NA,90,151,NA,125,NA,NA,NA,NA,NA
503285,2010,NA,217,425,NA,359,NA,NA,NA,NA,NA
456585,2011,NA,80,28,3,NA,NA,NA,NA,NA,NA
573064,2015,258,388,555,135,111,NA,NA,NA,NA,NA
573064,2014,265,840,683,402,385,NA,NA,NA,NA,NA
573064,2013,29,138,120,52,38,NA,NA,NA,NA,NA
596057,2015,180,361,133,99,213,NA,NA,NA,NA,NA
596057,2014,30,69,16,14,19,NA,NA,NA,NA,NA
502032,2015,83,711,442,NA,195,NA,19,NA,NA,NA
502032,2014,250,1376,773,NA,394,NA,122,NA,NA,NA
502032,2013,303,1253,914,26,411,NA,108,NA,NA,NA
502032,2012,180,1213,1040,NA,427,NA,NA,NA,NA,NA
502032,2011,376,1365,1158,NA,207,NA,NA,NA,NA,NA
502032,2010,285,1365,914,NA,159,NA,NA,NA,NA,NA
467099,2013,3,9,3,NA,5,NA,NA,NA,NA,NA
467099,2012,134,432,182,NA,177,NA,NA,NA,NA,NA
467099,2011,11,78,33,1,32,NA,NA,NA,NA,NA
467099,2010,20,327,18,75,10,NA,NA,NA,NA,NA
543594,2015,97,195,83,58,64,NA,NA,NA,NA,NA
543594,2014,6,41,7,3,NA,NA,NA,NA,NA,NA
543594,2013,9,7,4,3,12,NA,NA,NA,NA,NA
445060,2015,NA,223,171,NA,122,37,NA,NA,104,NA
445060,2014,NA,822,707,NA,472,273,NA,NA,361,NA
445060,2013,NA,752,878,NA,669,382,NA,NA,551,NA
445060,2012,NA,745,707,30,631,430,NA,NA,487,NA
445060,2011,NA,1055,800,4,534,324,NA,NA,395,NA
445060,2010,NA,1044,583,31,187,265,NA,NA,357,NA
605400,2015,129,454,NA,271,257,NA,NA,NA,NA,NA
456051,2015,123,268,NA,19,56,NA,137,NA,NA,NA
456051,2014,737,1269,NA,248,174,NA,364,NA,NA,NA
456051,2013,84,313,114,43,68,NA,NA,NA,NA,NA
456051,2012,268,964,324,112,124,NA,NA,NA,NA,NA
456051,2011,81,443,200,128,79,NA,NA,NA,NA,NA
456051,2010,NA,12,NA,3,NA,NA,NA,NA,NA,NA
430962,2010,213,766,5,183,NA,NA,NA,NA,NA,NA
430588,2013,4,10,1,1,NA,NA,NA,NA,NA,NA
430588,2012,13,57,10,NA,NA,NA,NA,NA,NA,NA
430588,2010,74,521,112,59,NA,NA,NA,NA,NA,NA
477003,2015,346,532,72,395,722,NA,566,NA,NA,NA
477003,2014,257,769,NA,471,743,NA,542,NA,NA,NA
477003,2013,200,722,NA,408,386,NA,615,NA,NA,NA
477003,2012,114,1077,NA,585,373,NA,869,NA,NA,NA
477003,2011,132,917,NA,566,441,NA,418,NA,NA,NA
477003,2010,110,1335,NA,424,323,NA,732,NA,NA,NA
435298,2012,80,178,117,127,215,NA,NA,NA,NA,NA
435298,2011,195,645,149,511,707,NA,NA,NA,NA,NA
435298,2010,281,844,295,404,821,NA,NA,NA,NA,NA
592593,2015,172,NA,172,78,525,NA,NA,NA,NA,NA
504379,2015,14,787,255,NA,NA,NA,NA,NA,NA,NA
504379,2014,60,1052,399,NA,53,NA,NA,NA,NA,NA
504379,2013,188,1984,584,NA,215,NA,NA,NA,NA,NA
504379,2012,70,692,258,NA,NA,NA,NA,NA,NA,NA
504379,2011,124,848,173,NA,NA,NA,NA,NA,NA,NA
547820,2010,54,178,NA,109,85,NA,NA,NA,NA,NA
450212,2015,66,NA,342,NA,457,NA,NA,NA,NA,NA
450212,2014,145,NA,361,NA,573,NA,NA,NA,NA,NA
450212,2013,74,NA,488,NA,119,NA,NA,NA,NA,NA
450212,2012,20,NA,280,NA,34,NA,NA,NA,NA,NA
450212,2011,79,NA,212,NA,210,NA,NA,NA,NA,NA
450212,2010,6,NA,113,NA,78,NA,NA,NA,NA,NA
553970,2015,58,194,26,NA,NA,NA,97,NA,NA,NA
593576,2015,3,181,85,NA,176,168,NA,NA,NA,NA
593576,2014,2,1,NA,NA,4,2,NA,NA,NA,NA
406874,2010,48,142,NA,5,NA,NA,NA,NA,NA,NA
519076,2015,35,699,481,587,978,NA,NA,NA,NA,NA
519076,2014,25,169,278,NA,636,NA,NA,NA,NA,NA
519076,2013,3,49,29,NA,64,NA,NA,NA,NA,NA
519076,2012,9,28,28,NA,52,NA,NA,NA,NA,NA
429780,2015,109,196,NA,54,NA,NA,92,NA,NA,NA
429780,2013,28,9,NA,5,32,NA,7,NA,NA,NA
429780,2012,74,88,NA,35,40,NA,11,NA,NA,NA
429780,2011,947,1161,NA,366,112,NA,172,NA,NA,NA
429780,2010,626,1312,NA,569,NA,NA,447,NA,NA,NA
408206,2013,43,119,47,45,65,NA,NA,NA,NA,NA
408206,2012,41,305,201,276,177,NA,NA,NA,NA,NA
408206,2011,302,803,634,745,836,NA,NA,NA,NA,NA
408206,2010,271,595,977,691,957,NA,NA,NA,NA,NA
461815,2015,NA,18,NA,1,NA,NA,NA,NA,NA,NA
461815,2013,NA,16,NA,NA,NA,NA,NA,4,NA,NA
538506,2015,NA,34,10,6,8,11,NA,NA,NA,NA
453381,2010,6,11,21,6,68,NA,NA,NA,NA,NA
465629,2015,NA,248,136,NA,95,212,NA,NA,NA,NA
465629,2014,NA,391,174,NA,24,305,46,NA,NA,NA
465629,2013,NA,304,44,NA,55,515,NA,NA,NA,NA
465629,2012,NA,320,87,NA,127,442,NA,NA,NA,NA
465629,2011,NA,541,73,NA,64,421,NA,NA,NA,NA
465629,2010,NA,562,80,NA,NA,363,51,NA,NA,NA
493247,2015,2,NA,40,NA,116,NA,NA,NA,NA,NA
493247,2013,9,97,92,NA,61,NA,NA,NA,NA,NA
493247,2012,1,NA,8,NA,55,NA,NA,NA,NA,NA
493247,2011,23,NA,55,NA,76,NA,NA,NA,NA,NA
493247,2010,80,NA,293,NA,689,NA,NA,NA,NA,NA
119469,2012,292,46,NA,90,298,NA,293,NA,NA,NA
119469,2010,303,241,NA,115,562,NA,496,NA,NA,NA
150407,2012,108,260,92,NA,NA,NA,NA,NA,NA,NA
150407,2011,246,777,321,NA,NA,NA,NA,NA,NA,NA
150407,2010,115,666,183,NA,NA,NA,NA,NA,NA,NA
446290,2013,6,7,7,NA,15,NA,NA,NA,NA,NA
446290,2011,38,104,99,NA,132,NA,NA,NA,NA,NA
400291,2012,32,NA,NA,29,146,NA,61,NA,4,NA
400291,2011,200,1,NA,393,963,NA,432,NA,17,NA
400291,2010,135,76,NA,193,465,NA,175,NA,NA,NA
621209,2015,17,72,34,21,40,NA,NA,NA,NA,NA
446861,2013,79,329,143,54,NA,NA,NA,NA,NA,NA
446861,2012,109,565,101,134,NA,NA,NA,NA,NA,NA
446861,2011,255,1347,115,356,NA,NA,NA,NA,NA,NA
446861,2010,1,62,NA,24,NA,NA,NA,NA,NA,NA
489150,2013,151,235,173,NA,NA,NA,NA,NA,NA,NA
489150,2012,173,239,280,NA,NA,NA,NA,NA,NA,NA
489150,2011,164,536,164,NA,NA,NA,NA,NA,NA,NA
489150,2010,22,78,35,NA,NA,NA,NA,NA,NA,NA
453344,2015,NA,253,103,43,NA,68,NA,NA,NA,NA
453344,2014,NA,345,139,20,19,94,NA,NA,NA,NA
453344,2013,NA,517,233,26,NA,131,NA,NA,NA,NA
453344,2012,NA,1168,455,92,10,235,NA,NA,NA,NA
453344,2011,NA,1820,837,158,155,132,NA,NA,NA,NA
453344,2010,NA,1118,512,188,466,284,NA,NA,NA,NA
457768,2015,NA,125,392,128,353,NA,NA,NA,NA,NA
457768,2014,NA,110,368,74,367,NA,NA,NA,NA,NA
457768,2013,NA,244,494,71,144,NA,NA,NA,NA,NA
457768,2012,NA,35,29,8,1,NA,NA,NA,NA,NA
457768,2010,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
592570,2015,7,17,1,NA,NA,NA,NA,NA,NA,NA
573046,2015,208,206,108,NA,17,NA,NA,NA,NA,NA
573046,2014,212,363,250,NA,100,NA,NA,NA,NA,NA
573046,2013,10,21,6,NA,NA,NA,NA,NA,NA,NA
605388,2015,219,728,290,44,NA,NA,NA,NA,NA,NA
605388,2014,12,8,NA,4,24,NA,NA,NA,NA,NA
514981,2015,52,75,38,NA,NA,NA,NA,NA,NA,NA
519048,2014,1,4,NA,NA,8,NA,2,NA,NA,NA
462985,2015,NA,227,NA,85,387,5,301,NA,NA,NA
462985,2014,NA,1067,4,263,285,162,661,NA,NA,NA
462985,2013,NA,261,21,59,39,66,28,NA,NA,NA
462985,2012,NA,579,14,246,247,237,11,NA,NA,NA
462985,2011,16,462,58,115,53,67,22,NA,NA,NA
462985,2010,60,418,2,93,13,NA,1,NA,NA,NA
489138,2015,NA,4,NA,NA,NA,NA,1,NA,NA,NA
543557,2015,295,495,NA,184,266,NA,206,NA,NA,NA
543557,2013,13,43,NA,21,NA,NA,NA,NA,NA,NA
543557,2012,3,18,NA,8,3,NA,NA,NA,NA,NA
543557,2011,1,21,NA,1,NA,NA,NA,NA,NA,NA
543557,2010,29,117,NA,27,NA,NA,NA,NA,NA,NA
606160,2015,15,92,28,NA,44,NA,NA,NA,NA,NA
606160,2014,105,525,129,NA,77,NA,NA,NA,NA,NA
606160,2013,NA,7,2,NA,NA,NA,NA,NA,NA,NA
467856,2010,264,872,152,124,70,NA,NA,NA,NA,NA
119215,2010,160,284,NA,72,193,NA,233,NA,NA,NA
452241,2010,5,10,15,4,50,NA,NA,NA,NA,NA
429901,2011,64,64,13,91,333,NA,NA,NA,NA,NA
429901,2010,137,70,68,53,493,NA,NA,NA,NA,NA
543551,2013,6,NA,NA,9,20,NA,NA,NA,NA,NA
543551,2012,11,NA,NA,15,58,NA,NA,NA,NA,NA
571951,2015,17,297,NA,160,NA,NA,118,NA,NA,NA
571951,2014,NA,63,NA,42,NA,NA,52,NA,NA,NA
435619,2012,9,NA,NA,2,27,NA,9,NA,NA,NA
435619,2011,34,NA,NA,13,58,NA,32,NA,NA,NA
435619,2010,124,NA,NA,76,253,NA,112,NA,NA,NA
501985,2014,198,840,353,385,642,NA,NA,NA,NA,NA
501985,2013,469,1646,469,445,187,NA,NA,NA,NA,NA
501985,2012,425,1672,404,334,NA,NA,NA,NA,NA,NA
501985,2011,298,781,130,124,25,NA,NA,NA,NA,NA
501985,2010,174,505,NA,94,10,NA,NA,NA,NA,NA
543548,2015,497,986,NA,257,48,NA,195,NA,NA,NA
543548,2014,461,629,NA,234,430,NA,154,NA,NA,NA
543548,2013,742,1358,NA,307,49,NA,204,NA,NA,NA
543548,2012,794,1427,NA,367,76,NA,498,NA,NA,NA
543548,2011,89,218,NA,33,NA,NA,62,NA,NA,NA
119154,2012,152,NA,525,172,1211,NA,705,NA,NA,NA
119154,2011,64,NA,179,68,364,NA,158,NA,NA,NA
119154,2010,197,NA,748,309,1311,NA,642,NA,NA,NA
502166,2015,18,NA,NA,13,46,NA,1,NA,NA,NA
502166,2014,92,NA,NA,74,226,NA,21,NA,NA,NA
502166,2012,36,NA,NA,15,83,NA,12,NA,NA,NA
502166,2011,63,NA,NA,38,237,NA,34,NA,NA,NA
502166,2010,103,NA,NA,40,263,NA,NA,NA,NA,NA
119125,2012,2,5,4,NA,6,NA,NA,NA,NA,NA
119125,2011,33,132,123,NA,96,NA,NA,NA,NA,NA
119125,2010,70,234,234,NA,95,NA,NA,NA,NA,NA
571946,2015,61,1332,NA,300,697,NA,644,NA,NA,NA
571946,2014,66,1987,NA,573,115,NA,187,NA,NA,NA
571946,2013,188,2116,NA,552,NA,NA,124,NA,NA,NA
571946,2012,21,181,NA,67,NA,NA,1,NA,NA,NA
571946,2011,2,15,NA,3,NA,NA,NA,NA,NA,NA
571946,2010,NA,6,NA,1,NA,NA,NA,NA,NA,NA
277405,2011,1,NA,31,NA,49,NA,NA,NA,NA,NA
277405,2010,10,NA,214,NA,201,NA,NA,NA,NA,NA
502522,2015,9,313,205,NA,NA,NA,NA,NA,NA,NA
502522,2014,NA,116,73,NA,4,NA,NA,NA,NA,NA
502522,2012,1,8,3,NA,NA,NA,NA,NA,NA,NA
502522,2011,2,36,17,NA,NA,NA,NA,NA,NA,NA
461848,2014,2,46,9,3,NA,NA,NA,NA,NA,NA
461848,2013,4,23,8,4,2,NA,NA,NA,NA,NA
461848,2012,NA,578,199,81,4,NA,NA,NA,NA,NA
461848,2011,NA,63,27,20,6,NA,NA,NA,NA,NA
453192,2015,NA,429,521,NA,NA,NA,NA,NA,NA,NA
453192,2014,1,630,474,NA,NA,NA,NA,NA,NA,NA
453192,2013,NA,314,240,NA,NA,NA,NA,NA,NA,NA
453192,2012,18,348,269,NA,48,NA,NA,NA,NA,NA
453192,2011,187,702,287,NA,48,NA,NA,NA,NA,NA
453192,2010,121,378,116,NA,28,NA,NA,NA,NA,NA
489119,2015,605,842,457,266,971,NA,52,NA,NA,NA
489119,2014,357,967,781,71,941,NA,NA,NA,NA,NA
489119,2013,437,1004,539,59,1280,NA,NA,NA,NA,NA
489119,2012,371,999,434,41,1202,NA,NA,NA,NA,NA
489119,2011,139,285,67,20,171,NA,NA,NA,NA,NA
425446,2010,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
571945,2014,86,335,151,108,237,NA,NA,NA,NA,NA
571945,2013,2,33,NA,16,54,NA,NA,NA,NA,NA
571945,2012,16,233,NA,193,138,NA,NA,NA,NA,NA
571945,2011,8,60,NA,34,39,NA,NA,NA,NA,NA
467726,2013,52,593,196,NA,44,NA,NA,NA,NA,NA
467726,2012,72,733,286,NA,45,NA,NA,NA,NA,NA
467726,2011,35,405,295,NA,218,NA,NA,NA,NA,NA
467726,2010,43,380,176,NA,3,NA,NA,NA,NA,NA
501874,2011,2,93,23,NA,63,NA,NA,NA,NA,NA
501874,2010,9,52,34,NA,70,NA,NA,NA,NA,NA
434159,2010,24,132,NA,NA,NA,NA,79,NA,NA,NA
543542,2015,NA,49,NA,16,NA,NA,NA,NA,NA,NA
543542,2014,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
543542,2013,12,76,NA,33,NA,NA,NA,NA,NA,NA
543542,2012,1,4,NA,1,NA,NA,NA,NA,NA,NA
542235,2014,5,NA,3,NA,15,NA,NA,NA,NA,NA
434669,2013,107,264,NA,478,930,NA,NA,NA,NA,NA
434669,2012,266,692,NA,594,1136,NA,NA,NA,NA,NA
434669,2011,19,92,NA,46,157,NA,NA,NA,NA,NA
434669,2010,20,84,NA,34,134,NA,NA,NA,NA,NA
542669,2015,29,133,58,1,7,NA,NA,NA,NA,NA
542669,2014,76,391,120,NA,9,NA,NA,NA,NA,NA
542669,2012,4,9,7,NA,NA,NA,NA,NA,NA,NA
458657,2010,39,259,105,NA,NA,NA,NA,NA,NA,NA
453343,2015,NA,74,NA,292,NA,2,708,NA,NA,NA
453343,2014,NA,72,NA,233,41,7,620,NA,NA,NA
453343,2013,NA,74,NA,176,NA,2,789,NA,NA,NA
453343,2012,NA,233,NA,183,62,35,221,NA,NA,NA
453343,2011,NA,379,NA,300,118,35,263,NA,NA,NA
453343,2010,NA,137,NA,106,78,28,NA,NA,NA,NA
516769,2015,5,NA,31,1,NA,NA,64,NA,NA,NA
516769,2014,135,NA,284,229,38,NA,836,NA,NA,NA
516769,2013,38,NA,106,18,30,NA,243,NA,NA,NA
516769,2012,17,NA,7,59,22,NA,194,NA,NA,NA
516769,2010,98,NA,NA,74,7,NA,550,NA,NA,NA
457425,2014,24,336,NA,44,NA,NA,NA,NA,NA,NA
457425,2013,7,76,NA,20,NA,NA,NA,NA,NA,NA
457425,2012,NA,178,NA,45,NA,NA,NA,NA,NA,NA
457425,2011,NA,309,NA,95,NA,NA,NA,NA,NA,NA
457425,2010,1,978,NA,344,NA,NA,NA,NA,NA,NA
500721,2015,7,248,9,125,NA,NA,NA,NA,NA,NA
500721,2014,12,193,NA,313,473,NA,NA,NA,NA,NA
500721,2013,53,179,NA,359,558,NA,NA,NA,NA,NA
500721,2012,2,4,NA,2,1,NA,NA,NA,NA,NA
430665,2010,9,115,57,79,69,NA,NA,NA,NA,NA
219194,2010,120,735,NA,206,NA,NA,231,NA,NA,NA
519015,2012,35,253,NA,114,37,NA,NA,NA,NA,NA
605374,2015,1,294,114,NA,44,NA,NA,NA,NA,NA
543521,2015,142,1115,2,806,NA,NA,1322,NA,NA,NA
543521,2014,125,942,NA,577,49,NA,780,NA,1,NA
543521,2013,40,129,NA,66,98,NA,102,NA,NA,NA
543521,2012,12,174,NA,99,52,NA,51,NA,NA,NA
543521,2011,24,97,NA,64,126,NA,67,NA,NA,NA
430661,2015,44,234,114,1,75,NA,NA,NA,NA,NA
430661,2014,146,645,249,15,341,NA,NA,NA,NA,NA
430661,2013,34,195,105,NA,116,NA,NA,NA,NA,NA
430661,2011,32,136,80,19,109,NA,NA,NA,NA,NA
543518,2015,6,100,38,NA,NA,NA,NA,NA,NA,NA
543518,2012,4,12,12,NA,23,NA,NA,NA,NA,NA
459429,2015,NA,571,NA,45,NA,NA,NA,NA,NA,NA
459429,2014,NA,1101,NA,40,NA,NA,NA,NA,NA,NA
459429,2013,NA,1130,77,NA,NA,NA,NA,NA,NA,NA
459429,2012,NA,796,112,NA,NA,NA,NA,NA,NA,NA
459429,2011,NA,451,48,42,NA,NA,NA,NA,NA,NA
459429,2010,NA,73,NA,8,NA,NA,NA,NA,NA,NA
519008,2015,72,8,129,NA,437,NA,NA,NA,NA,NA
519008,2014,78,83,151,NA,543,NA,NA,NA,NA,NA
519008,2013,140,9,250,NA,809,NA,NA,NA,NA,NA
519008,2011,19,53,45,NA,53,NA,NA,NA,NA,NA
150348,2013,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
457428,2014,3,26,1,13,20,NA,NA,NA,NA,NA
457428,2013,26,214,62,109,98,NA,NA,NA,NA,NA
457428,2012,73,1258,494,499,506,NA,NA,NA,NA,NA
457428,2011,189,1508,148,552,480,NA,NA,NA,NA,NA
457428,2010,166,637,30,249,199,NA,NA,NA,NA,NA
150021,2012,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
150021,2011,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
445216,2014,NA,56,31,NA,12,26,NA,NA,NA,NA
445216,2012,NA,6,1,NA,NA,5,NA,NA,NA,NA
445216,2011,NA,481,338,31,206,247,NA,NA,NA,NA
445216,2010,NA,438,180,61,197,243,NA,NA,NA,NA
621121,2015,213,1178,27,790,NA,NA,NA,NA,NA,NA
519003,2014,18,91,62,NA,66,NA,NA,NA,NA,NA
453454,2011,6,2,NA,4,NA,NA,NA,NA,NA,NA
501873,2012,4,16,85,NA,135,NA,NA,NA,NA,NA
501873,2011,16,58,91,NA,54,NA,NA,NA,NA,NA
501873,2010,30,57,167,NA,182,NA,NA,NA,NA,NA
449072,2013,10,4,NA,25,79,NA,48,NA,NA,NA
449072,2012,21,6,NA,48,142,NA,61,NA,NA,NA
449072,2011,182,63,NA,397,1150,NA,335,NA,NA,NA
449072,2010,66,19,NA,258,673,NA,132,NA,NA,NA
502083,2015,24,889,NA,142,NA,NA,150,NA,NA,NA
