"playerID","mlbam_id","yearID","stint","teamID","lgID","W","L","G","GS","CG","SHO","SV","IPouts","H","ER","HR","BB","SO","BAOpp","ERA","IBB","WP","HBP","BK","BFP","GF","R","SH","SF","GIDP","FIP"
"novaiv01",467100,2013,1,"NYA","AL",9,6,23,20,3,2,0,418,135,48,9,44,116,0.258,3.1,3,3,14,0,586,2,49,2,3,NA,3.47144497607656
"novaiv01",467100,2014,1,"NYA","AL",2,2,4,4,0,0,0,62,32,19,6,6,12,0.372,8.27,0,1,2,0,96,0,19,0,2,4,6.9061935483871
"cedajo01",469167,2010,1,"FLO","NL",0,0,8,0,0,0,0,26,8,5,1,11,9,0.242,5.19,1,0,1,1,45,1,5,0,0,NA,6.65592307692308
"cedajo01",469167,2011,1,"FLO","NL",0,1,17,0,0,0,0,61,16,10,1,12,21,0.211,4.43,0,1,0,0,88,9,11,0,0,NA,3.36926229508197
"perezlu01",469802,2011,1,"TOR","AL",3,3,37,4,0,0,0,195,74,37,9,27,54,0.287,5.12,1,4,5,0,294,7,40,1,3,NA,4.64038461538462
"perezlu01",469802,2012,1,"TOR","AL",2,2,35,0,0,0,0,126,38,16,3,16,39,0.244,3.43,0,0,3,0,175,6,16,0,0,NA,3.52357142857143
"figuepe01",471896,2012,1,"OAK","AL",0,0,19,0,0,0,0,65,16,8,2,15,14,0.216,3.32,1,2,0,0,89,6,9,0,0,NA,5.07961538461538
"figuepe01",471896,2013,1,"OAK","AL",0,0,5,0,0,0,0,9,6,4,2,3,3,0.4,12,0,0,0,0,18,1,4,0,0,NA,12.7146666666667
"figuepe01",471896,2014,1,"TEX","AL",2,1,10,0,0,0,0,27,10,4,1,3,3,0.278,4,0,0,2,0,42,1,7,0,1,1,5.57644444444444
"carraca01",471911,2009,1,"CLE","AL",0,4,5,5,0,0,0,67,40,22,6,11,11,0.4,8.87,1,0,0,1,112,0,23,0,1,NA,7.08207462686567
"carraca01",471911,2010,1,"CLE","AL",2,2,7,7,1,0,0,134,47,19,6,14,38,0.276,3.83,1,1,1,0,188,0,20,2,1,NA,4.13123880597015
"carraca01",471911,2011,1,"CLE","AL",8,9,21,21,1,0,0,374,130,64,15,40,85,0.27,4.62,3,3,4,0,536,0,68,3,7,NA,4.28435828877005
"anderbr04",474463,2009,1,"OAK","AL",11,11,30,30,1,1,0,526,180,79,20,45,150,0.265,4.06,1,0,3,1,735,0,94,4,4,NA,3.69015589353612
"anderbr04",474463,2010,1,"OAK","AL",7,6,19,19,0,0,0,337,112,35,6,22,75,0.257,2.8,2,4,7,2,470,0,41,3,2,NA,3.21253115727003
"anderbr04",474463,2011,1,"OAK","AL",3,6,13,13,1,0,0,250,86,37,8,25,61,0.27,4,1,0,7,1,356,0,40,4,1,NA,3.961
