"mlbam_id","Year","pfx_var","Fourseam","Change","Slider","Sinker","Curve","Cutter","Split","Knuckler","Slow Curve"
458681,"2015","hloc","0.56","1.25",NA,"0.21","0.65","0.98",NA,NA,NA
458681,"2011","pfx_z","8.34","2.88",NA,"5.79","-7.00","3.32",NA,NA,NA
458681,"2012","pfx_z","8.27","1.04",NA,"3.66","-6.04","2.59",NA,NA,NA
458681,"2013","pfx_z","7.88","2.54",NA,"2.35","-6.09","2.85",NA,NA,NA
458681,"2014","pfx_z","8.14","4.01",NA,"2.92","-5.74","3.91",NA,NA,NA
458681,"2015","pfx_z","7.82","3.06",NA,"3.07","-5.72","3.62",NA,NA,NA
458681,"2011","pfx_x","-4.89","-7.34",NA,"-7.57","5.35","0.13",NA,NA,NA
458681,"2012","pfx_x","-5.58","-6.11",NA,"-8.41","6.29","0.70",NA,NA,NA
458681,"2013","pfx_x","-5.18","-6.34",NA,"-7.67","6.27","0.61",NA,NA,NA
458681,"2014","pfx_x","-5.27","-7.67",NA,"-7.81","4.95","-0.07",NA,NA,NA
458681,"2015","pfx_x","-4.57","-7.10",NA,"-7.44","5.87","0.86",NA,NA,NA
458681,"2011","maxmph","97.81","85.95",NA,"97.53","83.65","88.58",NA,NA,NA
458681,"2012","maxmph","97.82","88.19",NA,"95.94","83.40","90.97",NA,NA,NA
458681,"2013","maxmph","96.69","89.48",NA,"95.95","83.90","92.33",NA,NA,NA
458681,"2014","maxmph","97.54","90.90",NA,"95.82","83.67","93.19",NA,NA,NA
458681,"2015","maxmph","96.73","91.69",NA,"96.32","82.56","92.46",NA,NA,NA
458681,"2011","mph","94.11","83.28",NA,"93.09","79.57","87.35",NA,NA,NA
458681,"2012","mph","93.97","84.85",NA,"92.67","79.97","87.71",NA,NA,NA
458681,"2013","mph","93.47","85.41",NA,"92.45","79.98","87.89",NA,NA,NA
458681,"2014","mph","93.87","86.29",NA,"92.19","80.17","88.59",NA,NA,NA
458681,"2015","mph","93.12","86.03",NA,"91.75","78.45","87.45",NA,NA,NA
458708,"2010","bway","4.48","2.61",NA,"3.36","6.14","5.26",NA,NA,NA
458708,"2011","bway","6.08","8.30",NA,"7.59","4.87","5.84",NA,NA,NA
458708,"2012","bway","6.27","3.81",NA,"6.58","4.42","3.55",NA,NA,NA
458708,"2013","bway","6.25","0.00",NA,"0.00","0.00","0.00",NA,NA,NA
458708,"2014","bway","2.76","2.48",NA,"8.82","5.14","5.37",NA,NA,NA
458708,"2015","bway","6.32","1.69",NA,"0.00","6.50","1.92",NA,NA,NA
458708,"2010","vloc","0.19","-0.69",NA,"-0.53","-0.59","-0.53",NA,NA,NA
458708,"2011","vloc","0.21","-0.45",NA,"-0.23","-0.68","-0.47",NA,NA,NA
458708,"2012","vloc","0.02","-0.48",NA,"-0.53","-0.76","-0.42",NA,NA,NA
458708,"2013","vloc","0.66","-1.12",NA,"0.00","-0.68","-0.41",NA,NA,NA
458708,"2014","vloc","-0.18","-0.56",NA,"-0.43","-1.21","-0.56",NA,NA,NA
458708,"2015","vloc","0.02","-0.32",NA,"0.00","-1.04","-0.66",NA,NA,NA
458708,"2010","hloc","0.29","0.69",NA,"0.54","0.29","0.15",NA,NA,NA
458708,"2011","hloc","0.27","0.53",NA,"0.38","0.29","0.36",NA,NA,NA
458708,"2012","hloc","0.31","0.54",NA,"0.45","0.23","0.34",NA,NA,NA
458708,"2013","hloc","0.06","0.72",NA,"0.00","0.14","0.71",NA,NA,NA
458708,"2014","hloc","0.33","0.86",NA,"0.57","0.25","0.45",NA,NA,NA
458708,"2015","hloc","0.28","0.90",NA,"0.00","0.37","0.45",NA,NA,NA
458708,"2010","pfx_z","10.77","4.02",NA,"7.64","-7.47","4.16",NA,NA,NA
458708,"2011","pfx_z","10.37","4.37",NA,"7.88","-7.74","4.80",NA,NA,NA
458708,"2012","pfx_z","10.79","5.45",NA,"7.17","-7.78","5.82",NA,NA,NA
458708,"2013","pfx_z","11.06","7.12",NA,"0.00","-4.50","5.34",NA,NA,NA
458708,"2014","pfx_z","11.20","5.83",NA,"9.02","-7.46","4.93",NA,NA,NA
458708,"2015","pfx_z","9.66","4.86",NA,"0.00","-6.72","4.23",NA,NA,NA
458708,"2010","pfx_x","-4.15","-6.88",NA,"-7.21","4.10","1.69",NA,NA,NA
458708,"2011","pfx_x","-3.41","-6.87",NA,"-7.43","4.47","1.64",NA,NA,NA
458708,"2012","pfx_x","-3.79","-7.12",NA,"-7.60","4.54","1.11",NA,NA,NA
458708,"2013","pfx_x","-4.01","-9.45",NA,"0.00","2.82","0.99",NA,NA,NA
458708,"2014","pfx_x","-2.22","-7.09",NA,"-5.61","4.37","2.80",NA,NA,NA
458708,"2015","pfx_x","-2.82","-5.84",NA,"0.00","4.18","2.75",NA,NA,NA
458708,"2010","maxmph","93.89","84.36",NA,"92.44","80.26","89.29",NA,NA,NA
458708,"2011","maxmph","92.83","86.74",NA,"92.20","78.88","89.32",NA,NA,NA
458708,"2012","maxmph","94.24","86.75",NA,"92.33","80.71","91.72",NA,NA,NA
458708,"2013","maxmph","92.24","83.10",NA,"0.00","74.94","88.37",NA,NA,NA
458708,"2014","maxmph","93.27","87.06",NA,"92.26","80.76","89.22",NA,NA,NA
458708,"2015","maxmph","93.42","85.54",NA,"0.00","80.17","88.59",NA,NA,NA
458708,"2010","mph","89.90","80.79",NA,"88.34","76.25","85.86",NA,NA,NA
458708,"2011","mph","88.78","81.17",NA,"87.61","74.77","85.10",NA,NA,NA
458708,"2012","mph","90.16","82.94",NA,"88.77","75.82","86.57",NA,NA,NA
458708,"2013","mph","89.78","81.55",NA,"0.00","73.90","86.50",NA,NA,NA
458708,"2014","mph","90.01","83.00",NA,"88.66","76.76","86.31",NA,NA,NA
458708,"2015","mph","89.25","82.80",NA,"0.00","75.86","85.19",NA,NA,NA
458730,"2008","bway","3.17",NA,"9.52","16.67","0.00",NA,"33.33",NA,NA
458730,"2009","bway","5.86",NA,"5.41","4.21","0.00",NA,"0.00",NA,NA
458730,"2010","bway","4.25",NA,"4.76","6.25","0.00",NA,"0.00",NA,NA
458730,"2011","bway","8.57",NA,"4.60","7.01","5.88",NA,"0.00",NA,NA
458730,"2012","bway","7.44",NA,"0.00","3.58","5.48",NA,"0.00",NA,NA
458730,"2013","bway","6.38",NA,"0.00","8.33","3.98",NA,"5.26",NA,NA
458730,"2014","bway","0.00",NA,"0.00","0.00","0.00",NA,"0.00",NA,NA
458730,"2015","bway","8.00",NA,"0.00","8.00","3.88",NA,"0.00",NA,NA
458730,"2008","vloc","-0.19",NA,"-0.82","0.28","0.00",NA,"-0.59",NA,NA
458730,"2009","vloc","-0.00",NA,"-0.79","-0.13","0.00",NA,"-1.04",NA,NA
458730,"2010","vloc","-0.03",NA,"-0.95","-0.09","0.00",NA,"-0.28",NA,NA
458730,"2011","vloc","0.03",NA,"-0.74","0.01","-1.25",NA,"-0.14",NA,NA
458730,"2012","vloc","-0.09",NA,"0.00","-0.30","-0.85",NA,"0.00",NA,NA
458730,"2013","vloc","-0.03",NA,"0.00","-0.19","-1.01",NA,"-0.54",NA,NA
458730,"2014","vloc","0.00",NA,"0.00","-0.55","-2.82",NA,"-1.79",NA,NA
458730,"2015","vloc","0.07",NA,"0.00","-0.16","-1.35",NA,"-0.05",NA,NA
458730,"2008","hloc","0.39",NA,"0.47","1.48","0.00",NA,"0.60",NA,NA
458730,"2009","hloc","0.26",NA,"0.43","0.33","0.00",NA,"0.98",NA,NA
458730,"2010","hloc","0.14",NA,"0.45","0.30","0.00",NA,"1.13",NA,NA
458730,"2011","hloc","0.21",NA,"0.48","0.28","0.04",NA,"1.66",NA,NA
458730,"2012","hloc","0.32",NA,"0.00","0.37","0.41",NA,"0.00",NA,NA
458730,"2013","hloc","0.17",NA,"0.00","0.32","0.34",NA,"0.63",NA,NA
458730,"2014","hloc","0.00",NA,"0.00","0.55","-0.12",NA,"-0.29",NA,NA
458730,"2015","hloc","0.47",NA,"0.00","0.31","0.54",NA,"0.61",NA,NA
458730,"2008","pfx_z","9.20",NA,"3.79","6.60","0.00",NA,"6.50",NA,NA
458730,"2009","pfx_z","9.01",NA,"1.53","7.80","0.00",NA,"6.56",NA,NA
458730,"2010","pfx_z","8.79",NA,"0.92","7.07","0.00",NA,"2.21",NA,NA
458730,"2011","pfx_z","8.41",NA,"1.05","6.93","-4.75",NA,"1.84",NA,NA
458730,"2012","pfx_z","8.79",NA,"0.00","7.07","-6.53",NA,"0.00",NA,NA
458730,"2013","pfx_z","8.80",NA,"0.00","7.80","-3.57",NA,"4.26",NA,NA
458730,"2014","pfx_z","0.00",NA,"0.00","8.06","-7.06",NA,"2.39",NA,NA
458730,"2015","pfx_z","9.23",NA,"0.00","6.92","-3.87",NA,"3.47",NA,NA
458730,"2008","pfx_x","-7.59",NA,"-0.30","-10.38","0.00",NA,"-9.84",NA,NA
458730,"2009","pfx_x","-6.19",NA,"0.18","-8.05","0.00",NA,"-8.22",NA,NA
458730,"2010","pfx_x","-6.36",NA,"0.34","-7.93","0.00",NA,"-7.71",NA,NA
458730,"2011","pfx_x","-6.57",NA,"0.78","-7.99","3.20",NA,"-6.49",NA,NA
458730,"2012","pfx_x","-5.86",NA,"0.00","-7.94","3.84",NA,"0.00",NA,NA
458730,"2013","pfx_x","-6.26",NA,"0.00","-7.78","1.64",NA,"-6.42",NA,NA
458730,"2014","pfx_x","0.00",NA,"0.00","-9.43","3.98",NA,"-10.81",NA,NA
458730,"2015","pfx_x","-5.18",NA,"0.00","-7.67","1.59",NA,"-5.06",NA,NA
458730,"2008","maxmph","98.61",NA,"90.07","97.38","0.00",NA,"88.10",NA,NA
458730,"2009","maxmph","101.58",NA,"91.38","100.71","0.00",NA,"91.90",NA,NA
458730,"2010","maxmph","103.24",NA,"92.88","102.37","0.00",NA,"94.42",NA,NA
458730,"2011","maxmph","103.07",NA,"93.20","102.22","87.54",NA,"93.64",NA,NA
458730,"2012","maxmph","101.97",NA,"0.00","102.46","88.63",NA,"0.00",NA,NA
458730,"2013","maxmph","99.91",NA,"0.00","100.23","89.74",NA,"93.62",NA,NA
458730,"2014","maxmph","0.00",NA,"0.00","95.88","85.80",NA,"88.13",NA,NA
458730,"2015","maxmph","98.11",NA,"0.00","98.14","86.36",NA,"92.44",NA,NA
458730,"2008","mph","94.97",NA,"87.07","95.02","0.00",NA,"86.77",NA,NA
458730,"2009","mph","95.09",NA,"86.56","95.54","0.00",NA,"88.62",NA,NA
458730,"2010","mph","97.49",NA,"88.21","97.46","0.00",NA,"91.31",NA,NA
458730,"2011","mph","98.38",NA,"88.83","97.90","84.82",NA,"92.03",NA,NA
458730,"2012","mph","96.86",NA,"0.00","96.60","83.67",NA,"0.00",NA,NA
458730,"2013","mph","95.97",NA,"0.00","96.22","85.64",NA,"90.87",NA,NA
458730,"2014","mph","0.00",NA,"0.00","93.18","85.80",NA,"88.13",NA,NA
458730,"2015","mph","94.83",NA,"0.00","93.41","82.43",NA,"88.96",NA,NA
459932,"2009","bway","16.67","0.00","10.00","0.00","0.00",NA,NA,NA,NA
459932,"2010","bway","4.52","0.00","4.90","0.00","1.64",NA,NA,NA,NA
459932,"2012","bway","9.68","0.00","5.88","5.61","3.85",NA,NA,NA,NA
459932,"2013","bway","2.74","0.00","4.79","6.08","0.00",NA,NA,NA,NA
459932,"2014","bway","0.00","0.00","0.00","0.00","0.00",NA,NA,NA,NA
459932,"2009","vloc","0.72","-3.08","-0.03","0.00","0.70",NA,NA,NA,NA
459932,"2010","vloc","0.05","0.00","-1.01","0.00","-0.46",NA,NA,NA,NA
459932,"2012","vloc","0.09","0.00","-1.01","0.23","-0.26",NA,NA,NA,NA
459932,"2013","vloc","-0.22","0.00","-1.08","-0.22","-0.60",NA,NA,NA,NA
459932,"2014","vloc","0.21","0.00","-0.51","0.05","1.25",NA,NA,NA,NA
459932,"2009","hloc","0.47","-0.75","0.34","0.00","0.05",NA,NA,NA,NA
459932,"2010","hloc","0.37","0.00","0.31","0.00","0.40",NA,NA,NA,NA
459932,"2012","hloc","0.60","0.00","0.58","0.40","0.27",NA,NA,NA,NA
459932,"2013","hloc","0.50","0.00","0.50","0.29","0.51",NA,NA,NA,NA
459932,"2014","hloc","0.39","0.00","0.16","1.39","1.49",NA,NA,NA,NA
459932,"2009","pfx_z","10.39","7.68","-3.26","0.00","-10.43",NA,NA,NA,NA
459932,"2010","pfx_z","9.51","0.00","-0.52","0.00","-9.04",NA,NA,NA,NA
459932,"2012","pfx_z","9.71","0.00","0.41","5.89","-5.95",NA,NA,NA,NA
459932,"2013","pfx_z","10.44","0.00","0.01","7.32","-6.92",NA,NA,NA,NA
459932,"2014","pfx_z","9.34","0.00","-0.75","6.00","-9.02",NA,NA,NA,NA
459932,"2009","pfx_x","-3.31","-8.30","1.57","0.00","1.82",NA,NA,NA,NA
459932,"2010","pfx_x","-3.58","0.00","1.56","0.00","5.36",NA,NA,NA,NA
459932,"2012","pfx_x","-3.75","0.00","2.01","-7.17","7.16",NA,NA,NA,NA
459932,"2013","pfx_x","-3.60","0.00","1.25","-7.01","6.78",NA,NA,NA,NA
459932,"2014","pfx_x","-2.39","0.00","1.11","-6.71","8.39",NA,NA,NA,NA
459932,"2009","maxmph","94.56","83.05","85.74","0.00","74.24",NA,NA,NA,NA
459932,"2010","maxmph","95.89","0.00","91.53","0.00","83.35",NA,NA,NA,NA
459932,"2012","maxmph","96.68","0.00","90.89","96.34","82.87",NA,NA,NA,NA
459932,"2013","maxmph","96.23","0.00","89.66","96.77","83.16",NA,NA,NA,NA
459932,"2014","maxmph","96.10","0.00","88.60","95.45","78.28",NA,NA,NA,NA
459932,"2009","mph","93.25","83.05","82.87","0.00","73.30",NA,NA,NA,NA
459932,"2010","mph","93.40","0.00","85.06","0.00","76.21",NA,NA,NA,NA
459932,"2012","mph","94.61","0.00","87.79","94.53","80.37",NA,NA,NA,NA
459932,"2013","mph","94.09","0.00","86.63","93.88","79.47",NA,NA,NA,NA
459932,"2014","mph","94.60","0.00","86.84","93.76","77.97",NA,NA,NA,NA
459974,"2008","bway","10.53","0.00",NA,NA,"0.00","0.00",NA,NA,NA
459974,"2009","bway","3.45","0.00",NA,NA,"7.41","0.00",NA,NA,NA
459974,"2010","bway","0.00","0.00",NA,NA,"0.00","0.00",NA,NA,NA
459974,"2008","vloc","-0.16","0.00",NA,NA,"-1.05","0.36",NA,NA,NA
459974,"2009","vloc","-0.01","-0.02",NA,NA,"0.12","0.00",NA,NA,NA
459974,"2010","vloc","0.87","0.00",NA,NA,"-0.04","-0.15",NA,NA,NA
459974,"2008","hloc","0.51","0.00",NA,NA,"-0.52","-1.82",NA,NA,NA
459974,"2009","hloc","0.32","-0.51",NA,NA,"0.32","0.30",NA,NA,NA
459974,"2010","hloc","0.52","0.00",NA,NA,"-0.33","-0.30",NA,NA,NA
459974,"2008","pfx_z","10.37","0.00",NA,NA,"-5.87","5.45",NA,NA,NA
459974,"2009","pfx_z","12.12","11.59",NA,NA,"-6.70","7.17",NA,NA,NA
459974,"2010","pfx_z","11.22","0.00",NA,NA,"-8.58","6.41",NA,NA,NA
459974,"2008","pfx_x","-3.72","0.00",NA,NA,"3.14","1.10",NA,NA,NA
459974,"2009","pfx_x","-3.80","-7.06",NA,NA,"5.19","-0.15",NA,NA,NA
459974,"2010","pfx_x","-1.81","0.00",NA,NA,"5.66","2.07",NA,NA,NA
459974,"2008","maxmph","95.43","0.00",NA,NA,"81.85","89.90",NA,NA,NA
459974,"2009","maxmph","93.69","83.10",NA,NA,"81.05","90.76",NA,NA,NA
459974,"2010","maxmph","92.38","0.00",NA,NA,"78.82","89.38",NA,NA,NA
459974,"2008","mph","92.79","0.00",NA,NA,"81.37","89.90",NA,NA,NA
459974,"2009","mph","91.78","83.10",NA,NA,"78.57","89.15",NA,NA,NA
459974,"2010","mph","91.25","0.00",NA,NA,"77.37","88.30",NA,NA,NA
460024,"2008","bway","8.70","2.53","5.40","4.31","4.28","6.67",NA,NA,NA
460024,"2009","bway","6.77","4.92","5.98","4.35","2.77","8.20",NA,NA,NA
460024,"2010","bway","6.36","1.26","9.34","4.08","5.78","7.01",NA,NA,NA
460024,"2011","bway","6.83","2.64","4.23","6.95","4.75","7.03",NA,NA,NA
460024,"2012","bway","6.11","6.57","8.64","5.78","6.82","4.48",NA,NA,NA
460024,"2013","bway","7.82","0.00","0.00","2.88","1.58","5.97",NA,NA,NA
460024,"2015","bway","5.40","0.00","0.00","0.00","5.52","5.44",NA,NA,NA
460024,"2008","vloc","-0.06","-0.61","-0.57","-0.66","-0.40","0.08",NA,NA,NA
460024,"2009","vloc","-0.04","-1.36","-0.61","-0.42","-0.61","0.11",NA,NA,NA
460024,"2010","vloc","0.06","-0.65","-0.71","-0.41","-0.39","-0.16",NA,NA,NA
460024,"2011","vloc","0.26","-0.76","-0.71","-0.45","-0.62","-0.33",NA,NA,NA
460024,"2012","vloc","0.20","-0.66","-0.46","-0.40","-0.51","-0.19",NA,NA,NA
460024,"2013","vloc","0.18","-0.93","0.00","-0.21","-0.87","-0.40",NA,NA,NA
460024,"2015","vloc","-0.04","0.00","0.00","0.00","-0.77","-0.21",NA,NA,NA
460024,"2008","hloc","0.41","0.79","0.61","0.27","0.42","0.17",NA,NA,NA
460024,"2009","hloc","0.24","0.39","0.36","0.13","0.43","-0.02",NA,NA,NA
460024,"2010","hloc","0.21","0.63","0.31","0.11","0.54","0.36",NA,NA,NA
460024,"2011","hloc","0.26","0.67","0.24","0.14","0.37","0.27",NA,NA,NA
460024,"2012","hloc","0.26","0.55","0.22","-0.07","0.27","0.30",NA,NA,NA
460024,"2013","hloc","0.46","0.77","0.00","0.04","0.40","0.28",NA,NA,NA
460024,"2015","hloc","0.37","0.00","0.00","0.00","0.30","0.31",NA,NA,NA
460024,"2008","pfx_z","9.44","3.81","1.09","4.76","-7.63","5.11",NA,NA,NA
460024,"2009","pfx_z","9.04","3.60","0.42","4.78","-8.02","5.20",NA,NA,NA
460024,"2010","pfx_z","9.49","5.82","0.45","5.54","-7.71","4.82",NA,NA,NA
460024,"2011","pfx_z","9.08","4.81","0.21","4.08","-7.52","3.86",NA,NA,NA
460024,"2012","pfx_z","9.18","4.74","-0.17","4.40","-8.14","3.86",NA,NA,NA
460024,"2013","pfx_z","10.12","3.84","0.00","6.19","-8.21","4.00",NA,NA,NA
460024,"2015","pfx_z","9.95","0.00","0.00","0.00","-7.88","4.38",NA,NA,NA
460024,"2008","pfx_x","-6.77","-7.66","1.92","-9.33","6.16","-1.16",NA,NA,NA
460024,"2009","pfx_x","-6.80","-7.44","2.26","-9.13","6.09","-1.53",NA,NA,NA
460024,"2010","pfx_x","-6.38","-7.13","2.14","-9.15","5.88","0.17",NA,NA,NA
460024,"2011","pfx_x","-5.70","-6.95","2.97","-8.59","5.85","1.34",NA,NA,NA
460024,"2012","pfx_x","-5.91","-7.91","2.79","-8.65","6.89","1.06",NA,NA,NA
460024,"2013","pfx_x","-4.99","-7.92","0.00","-8.28","6.33","1.74",NA,NA,NA
460024,"2015","pfx_x","-5.29","0.00","0.00","0.00","5.82","1.44",NA,NA,NA
460024,"2008","maxmph","94.76","90.54","87.36","94.51","81.20","91.24",NA,NA,NA
460024,"2009","maxmph","95.26","86.38","86.19","95.32","80.14","92.75",NA,NA,NA
460024,"2010","maxmph","97.91","89.20","92.12","96.08","85.07","92.52",NA,NA,NA
460024,"2011","maxmph","96.53","85.47","90.49","95.80","82.40","92.13",NA,NA,NA
460024,"2012","maxmph","96.60","89.46","88.40","96.29","82.10","92.21",NA,NA,NA
460024,"2013","maxmph","98.66","90.16","0.00","98.00","83.34","94.30",NA,NA,NA
460024,"2015","maxmph","97.76","0.00","0.00","0.00","82.51","92.91",NA,NA,NA
460024,"2008","mph","91.55","83.05","83.28","91.12","76.60","86.62",NA,NA,NA
460024,"2009","mph","92.09","83.68","83.26","91.61","76.51","88.55",NA,NA,NA
460024,"2010","mph","93.72","83.57","84.91","93.14","76.84","88.83",NA,NA,NA
460024,"2011","mph","93.22","82.02","84.07","92.99","77.61","88.23",NA,NA,NA
460024,"2012","mph","93.41","85.62","85.44","93.09","78.75","88.80",NA,NA,NA
460024,"2013","mph","96.14","87.63","0.00","95.57","80.42","91.04",NA,NA,NA
460024,"2015","mph","95.00","0.00","0.00","0.00","79.77","90.11",NA,NA,NA
460059,"2008","bway","6.18","0.71","2.72","2.77","2.86","0.00","0.00",NA,NA
460059,"2009","bway","5.45","4.76","3.86","3.42","2.16","0.00","0.00",NA,NA
460059,"2010","bway","7.17","0.00","2.73","6.42","5.79","0.00","3.64",NA,NA
460059,"2011","bway","7.95","0.00","4.32","6.68","3.63","0.00","3.38",NA,NA
460059,"2012","bway","6.15","0.00","4.08","3.97","10.34","0.00","0.00",NA,NA
460059,"2013","bway","4.08","0.00","6.88","5.04","8.44","0.00","2.07",NA,NA
460059,"2014","bway","9.09","0.00","0.00","5.23","25.00","0.00","0.00",NA,NA
460059,"2015","bway","0.00","0.00","4.56","5.41","1.14","0.00","4.70",NA,NA
460059,"2008","vloc","0.14","-1.15","-0.59","-0.31","-0.13","0.00","0.00",NA,NA
460059,"2009","vloc","0.15","-0.60","-0.55","-0.24","-0.62","0.00","0.00",NA,NA
460059,"2010","vloc","0.15","0.00","-0.62","-0.08","-0.64","0.00","-0.94",NA,NA
460059,"2011","vloc","0.20","0.00","-0.41","0.00","-0.91","-0.39","-0.84",NA,NA
460059,"2012","vloc","0.32","0.00","-0.65","-0.32","-0.73","0.00","-1.14",NA,NA
460059,"2013","vloc","0.33","0.00","-0.43","0.04","-0.54","0.00","-0.77",NA,NA
460059,"2014","vloc","0.41","0.00","-0.78","0.14","-0.85","0.00","-1.33",NA,NA
460059,"2015","vloc","0.00","0.00","-0.66","-0.01","-0.90","0.00","-0.78",NA,NA
460059,"2008","hloc","0.38","0.93","0.77","0.21","1.30","0.00","0.00",NA,NA
460059,"2009","hloc","0.18","0.66","0.62","0.19","0.73","0.00","0.00",NA,NA
460059,"2010","hloc","0.29","0.00","0.64","0.18","0.59","0.00","0.55",NA,NA
460059,"2011","hloc","0.24","0.00","0.53","0.13","0.54","0.84","0.73",NA,NA
460059,"2012","hloc","0.20","0.00","0.63","0.30","0.52","0.00","0.92",NA,NA
460059,"2013","hloc","0.23","0.00","0.69","0.20","0.51","0.00","0.77",NA,NA
460059,"2014","hloc","0.07","0.00","0.83","0.10","0.14","0.00","0.47",NA,NA
460059,"2015","hloc","0.00","0.00","0.91","0.10","0.60","0.00","0.64",NA,NA
460059,"2008","pfx_z","8.41","4.29","3.35","5.57","-2.38","0.00","0.00",NA,NA
460059,"2009","pfx_z","7.90","4.66","3.86","5.35","-2.53","0.00","0.00",NA,NA
460059,"2010","pfx_z","8.64","0.00","4.01","6.76","-2.32","0.00","2.48",NA,NA
460059,"2011","pfx_z","8.26","0.00","3.85","6.50","-2.63","7.29","1.70",NA,NA
460059,"2012","pfx_z","8.36","0.00","3.15","4.73","-3.93","0.00","2.32",NA,NA
460059,"2013","pfx_z","7.97","0.00","4.82","5.22","-2.45","0.00","2.65",NA,NA
460059,"2014","pfx_z","8.57","0.00","4.20","5.67","-2.32","0.00","2.57",NA,NA
460059,"2015","pfx_z","0.00","0.00","2.86","5.79","-4.78","0.00","-0.53",NA,NA
460059,"2008","pfx_x","-6.12","-8.22","1.18","-8.67","3.68","0.00","0.00",NA,NA
460059,"2009","pfx_x","-6.98","-8.24","1.17","-9.01","2.84","0.00","0.00",NA,NA
460059,"2010","pfx_x","-6.46","0.00","1.70","-8.02","2.22","0.00","-6.89",NA,NA
460059,"2011","pfx_x","-6.50","0.00","1.32","-8.09","1.39","-1.47","-6.75",NA,NA
460059,"2012","pfx_x","-5.97","0.00","0.98","-9.19","2.48","0.00","-7.13",NA,NA
460059,"2013","pfx_x","-7.25","0.00","0.42","-8.73","3.02","0.00","-6.61",NA,NA
460059,"2014","pfx_x","-6.42","0.00","1.75","-8.73","3.51","0.00","-7.34",NA,NA
460059,"2015","pfx_x","0.00","0.00","1.33","-8.15","4.39","0.00","-4.74",NA,NA
460059,"2008","maxmph","97.52","88.13","90.31","97.29","80.10","0.00","0.00",NA,NA
460059,"2009","maxmph","97.43","89.60","90.09","97.33","81.52","0.00","0.00",NA,NA
460059,"2010","maxmph","96.77","0.00","88.40","96.78","80.90","0.00","92.84",NA,NA
460059,"2011","maxmph","97.17","0.00","90.93","97.51","84.10","92.90","91.53",NA,NA
460059,"2012","maxmph","96.74","0.00","90.27","96.94","79.17","0.00","90.22",NA,NA
460059,"2013","maxmph","96.02","0.00","90.68","97.46","82.24","0.00","89.84",NA,NA
460059,"2014","maxmph","94.70","0.00","87.39","95.32","79.19","0.00","87.71",NA,NA
460059,"2015","maxmph","0.00","0.00","89.53","97.14","80.62","0.00","86.09",NA,NA
460059,"2008","mph","94.02","83.97","85.35","93.38","75.18","0.00","0.00",NA,NA
460059,"2009","mph","93.39","83.56","85.47","93.04","76.82","0.00","0.00",NA,NA
460059,"2010","mph","93.18","0.00","84.68","92.84","76.26","0.00","85.52",NA,NA
460059,"2011","mph","93.13","0.00","85.42","92.89","77.00","89.14","85.16",NA,NA
460059,"2012","mph","94.70","0.00","87.53","94.84","76.18","0.00","87.54",NA,NA
460059,"2013","mph","93.12","0.00","87.04","93.25","76.31","0.00","86.03",NA,NA
460059,"2014","mph","92.83","0.00","85.40","92.20","75.46","0.00","85.66",NA,NA
460059,"2015","mph","0.00","0.00","84.49","94.05","73.38","0.00","81.64",NA,NA
462956,"2009","bway","6.80","6.67","6.34","0.00","4.48","0.00",NA,NA,NA
462956,"2010","bway","6.12","1.92","5.08","50.00","4.09","0.00",NA,NA,NA
462956,"2011","bway","6.62","4.78","4.34","10.00","4.90","0.00",NA,NA,NA
462956,"2012","bway","6.42","3.17","3.14","0.00","8.47","0.00",NA,NA,NA
462956,"2014","bway","8.47","1.25","5.08","0.00","8.82","7.69",NA,NA,NA
462956,"2009","vloc","-0.02","-0.21","-0.66","0.00","-0.59","0.00",NA,NA,NA
462956,"2010","vloc","-0.21","-0.34","-0.75","0.33","-0.60","0.00",NA,NA,NA
462956,"2011","vloc","0.10","-0.46","-0.74","0.36","-0.04","0.00",NA,NA,NA
462956,"2012","vloc","-0.02","-0.58","-0.54","0.00","-0.13","0.00",NA,NA,NA
462956,"2014","vloc","0.14","-0.92","-0.39","0.02","-0.93","-0.19",NA,NA,NA
462956,"2009","hloc","0.41","0.62","0.39","0.00","0.62","0.00",NA,NA,NA
462956,"2010","hloc","0.30","0.58","0.43","0.70","0.41","0.00",NA,NA,NA
462956,"2011","hloc","0.16","0.53","0.30","0.42","0.34","0.00",NA,NA,NA
462956,"2012","hloc","0.21","0.33","0.36","0.00","0.45","0.00",NA,NA,NA
462956,"2014","hloc","0.26","0.32","0.28","0.08","0.24","0.06",NA,NA,NA
462956,"2009","pfx_z","9.78","7.20","-0.87","0.00","-5.18","0.00",NA,NA,NA
462956,"2010","pfx_z","9.17","6.46","-0.02","8.37","-3.59","0.00",NA,NA,NA
462956,"2011","pfx_z","8.51","6.98","-0.64","7.71","-5.30","0.00",NA,NA,NA
462956,"2012","pfx_z","8.78","7.67","-2.09","0.00","-5.53","0.00",NA,NA,NA
462956,"2014","pfx_z","8.69","5.08","-3.15","7.36","-6.01","1.96",NA,NA,NA
462956,"2009","pfx_x","-6.19","-4.91","-0.41","0.00","0.59","0.00",NA,NA,NA
462956,"2010","pfx_x","-5.98","-5.01","-0.69","-7.92","0.37","0.00",NA,NA,NA
462956,"2011","pfx_x","-7.14","-5.00","-0.23","-9.12","2.18","0.00",NA,NA,NA
462956,"2012","pfx_x","-7.59","-6.02","-0.13","0.00","2.25","0.00",NA,NA,NA
