mlbam_id,yearID,HR,BB,HBP,SO,IPouts,FIP,Fourseam,Slider,Change,Curve,Sinker,Cutter,Split,Knuckler,Slow.Curve,Fourseam.bway,Change.bway,Slider.bway,Sinker.bway,Curve.bway,Cutter.bway,Split.bway,Knuckler.bway,Slow.Curve.bway,Fourseam.vloc,Change.vloc,Slider.vloc,Sinker.vloc,Curve.vloc,Cutter.vloc,Split.vloc,Knuckler.vloc,Slow.Curve.vloc,Fourseam.hloc,Change.hloc,Slider.hloc,Sinker.hloc,Curve.hloc,Cutter.hloc,Split.hloc,Knuckler.hloc,Slow.Curve.hloc,Fourseam.pfx_z,Change.pfx_z,Slider.pfx_z,Sinker.pfx_z,Curve.pfx_z,Cutter.pfx_z,Split.pfx_z,Knuckler.pfx_z,Slow.Curve.pfx_z,Fourseam.pfx_x,Change.pfx_x,Slider.pfx_x,Sinker.pfx_x,Curve.pfx_x,Cutter.pfx_x,Split.pfx_x,Knuckler.pfx_x,Slow.Curve.pfx_x,Fourseam.maxmph,Change.maxmph,Slider.maxmph,Sinker.maxmph,Curve.maxmph,Cutter.maxmph,Split.maxmph,Knuckler.maxmph,Slow.Curve.maxmph,Fourseam.mph,Change.mph,Slider.mph,Sinker.mph,Curve.mph,Cutter.mph,Split.mph,Knuckler.mph,Slow.Curve.mph
519186,2011,10,18,0,50,152,4.682894737,429,0,71,254,0,0,88,0,0,8.16,2.82,0,0,6.69,0,3.41,0,0,-0.03,-0.22,0,0,-0.83,0,-1.01,0,0,0.34,0.39,0,0,0.58,0,0.33,0,0,10.61,6.85,0,0,-1.83,0,1.38,0,0,4.11,7.07,0,0,-2.29,0,5.34,0,0,93.8,87.09,0,0,83.77,0,84.35,0,0,89.98,84.14,0,0,79.96,0,82.52,0,0
519186,2012,11,17,0,51,172,4.699651163,513,0,27,264,9,0,163,0,0,6.24,3.7,0,11.11,2.27,0,4.29,0,0,-0.17,-0.38,0,-0.27,-0.74,0,-0.87,0,0,0.14,0.03,0,1.06,0.51,0,0.14,0,0,10.19,6.38,0,4.95,-3.25,0,1.62,0,0,3.36,6.13,0,7.91,-2.43,0,4.34,0,0,92.55,85.72,0,92.06,82.22,0,86.47,0,0,89.64,83.34,0,89.72,78.99,0,82.48,0,0
519186,2013,2,5,1,23,82,2.974829268,233,0,33,104,0,0,81,0,0,7.3,3.03,0,0,3.85,0,4.94,0,0,0.13,-0.9,0,0,-0.78,0,-1.04,0,0,0.19,0.25,0,0,0.36,0,0.16,0,0,11.79,7.81,0,0,-2.03,0,2.66,0,0,3.68,6.91,0,0,-3.71,0,6.47,0,0,92.35,90.25,0,0,82,0,85.99,0,0,89.62,83.45,0,0,79.23,0,82.86,0,0
519437,2013,5,13,0,43,104,3.567230769,423,189,13,80,0,0,0,0,0,7.09,0,4.23,0,2.5,0,0,0,0,-0.09,-1.16,-0.3,0,-0.23,0,0,0,0,0.27,0.91,0.54,0,0.17,0,0,0,0,9.78,7,2.35,0,-7.75,0,0,0,0,-4.25,-6.66,2.54,0,5.38,0,0,0,0,99.52,89.09,93.52,0,81.44,0,0,0,0,96.78,87.92,89.1,0,78.37,0,0,0,0
519437,2014,1,18,1,28,64,3.78825,206,13,5,34,1,125,0,0,0,8.25,0,15.38,0,2.94,5.6,0,0,0,-0.03,0.07,-0.4,1.34,-1.04,-0.5,0,0,0,0.19,0.83,0.4,-1.67,0.36,0.39,0,0,0,9.69,6.34,3.79,3.72,-7.24,5.21,0,0,0,-4.8,-6.22,2.09,-9.61,4.84,0.74,0,0,0,99.26,89.91,92.23,96.74,82,94.07,0,0,0,95.92,88.56,90.26,96.74,79.49,91.6,0,0,0
519443,2013,5,15,0,47,125,3.432,495,0,70,173,55,95,0,0,0,7.88,7.14,0,1.82,5.2,2.11,0,0,0,0.24,-0.36,0,-0.03,-0.67,-0.48,0,0,0,0.35,0.56,0,0.82,0.33,0.32,0,0,0,10.67,7.66,0,7.87,-8.69,5.55,0,0,0,-2.41,-5.8,0,-6.72,4.5,-1.69,0,0,0,97.03,91.57,0,95.2,79.95,92.43,0,0,0,93.19,86.03,0,92.72,77.11,89.09,0,0,0
519443,2014,11,36,1,70,261,4.442344828,716,0,68,311,59,261,0,0,0,5.45,1.47,0,1.69,5.14,7.66,0,0,0,0.33,-0.56,0,0.07,-0.82,-0.24,0,0,0,0.43,0.71,0,0.46,0.24,0.11,0,0,0,10.02,7.59,0,8.64,-9.35,3.52,0,0,0,-0.94,-4.41,0,-6.33,4.66,0.94,0,0,0,95.73,88.99,0,94.87,80.76,91.07,0,0,0,91.11,84.63,0,91.95,77.09,87.01,0,0,0
525768,2013,3,28,0,52,160,3.40425,660,0,220,299,0,0,0,0,0,5.15,5.91,0,0,5.02,0,0,0,0,0.08,-0.77,0,0,-0.44,0,0,0,0,0.45,0.28,0,0,0.27,0,0,0,0,11.18,10.18,0,0,-11.09,0,0,0,0,3.7,5.33,0,0,-4.64,0,0,0,0,96.01,87.62,0,0,78.06,0,0,0,0,93.81,84.4,0,0,75.1,0,0,0,0
525768,2014,2,11,2,15,63,4.798666667,332,0,122,115,0,0,0,0,0,6.33,2.46,0,0,3.48,0,0,0,0,-0.15,-0.53,0,0,-1.06,0,0,0,0,0.37,0.12,0,0,0.2,0,0,0,0,11.31,10.2,0,0,-10.49,0,0,0,0,3.54,4.85,0,0,-4.91,0,0,0,0,95.94,86.88,0,0,77.84,0,0,0,0,92.76,83.53,0,0,74.12,0,0,0,0
527048,2012,3,15,2,25,114,4.147631579,216,66,136,93,247,0,0,0,0,6.02,6.62,1.52,4.05,8.6,0,0,0,0,-0.58,-1.24,-1.08,-0.68,-0.74,0,0,0,0,-0.05,0.24,0.54,0.09,0.1,0,0,0,0,9.46,8.05,1.82,6.12,-4.82,0,0,0,0,5.75,7.13,-0.06,9.48,-3.17,0,0,0,0,96.2,86.82,88.75,96.51,81.95,0,0,0,0,93.14,83.38,84.4,92.86,76.48,0,0,0,0
527048,2013,15,37,3,84,373,4.23030563,683,237,453,101,398,0,0,0,0,5.56,4.19,5.06,3.27,1.98,0,0,0,0,-0.26,-1.03,-0.82,-0.66,-0.83,0,0,0,0,-0.16,0.22,0,0.18,0.09,0,0,0,0,9.18,6.01,1.41,5.63,-4.21,0,0,0,0,5.07,7.53,-1.44,9.34,-4.15,0,0,0,0,97.35,90.84,90.91,97.31,81.18,0,0,0,0,93.85,85.57,85.23,93.29,77.94,0,0,0,0
527048,2014,3,19,1,35,154,3.696935065,233,101,145,65,317,0,0,0,0,7.73,4.14,0.99,2.52,3.08,0,0,0,0,-0.41,-1.13,-1.32,-0.74,-0.93,0,0,0,0,-0.22,0.35,0.33,0.33,0.45,0,0,0,0,9.43,6.58,2.61,6.61,-2.19,0,0,0,0,4.19,8.14,-1.11,8.99,-2.14,0,0,0,0,95.51,88.46,90.33,95.08,81.69,0,0,0,0,92.19,84.79,84.77,91.54,77.43,0,0,0,0
542585,2013,5,22,1,41,131,4.238839695,376,90,65,79,168,0,0,0,0,6.12,1.54,5.56,2.38,3.8,0,0,0,0,-0.07,-0.39,-0.26,-0.31,-0.83,0,0,0,0,0.2,0.95,0.04,0.34,0.04,0,0,0,0,9.75,4.26,2.97,5.83,-3.77,0,0,0,0,-5.74,-8.61,1.97,-9.23,3.35,0,0,0,0,97.07,89.34,90.31,96.24,85.61,0,0,0,0,94.04,86.64,86.17,93,80.68,0,0,0,0
542585,2014,0,4,0,5,14,3.560571429,72,20,6,2,0,0,0,0,0,13.89,0,0,0,0,0,0,0,0,0.1,-1.73,-1.08,0,-1.33,0,0,0,0,0.29,0.84,0.25,0,0.94,0,0,0,0,10,3.77,-2.25,0,-1.05,0,0,0,0,-4.92,-8.99,4.06,0,3.8,0,0,0,0,98.18,91.38,89.84,0,81.69,0,0,0,0,95.18,89.79,82.61,0,81.36,0,0,0,0
543070,2013,6,22,2,44,144,4.339666667,53,371,4,0,450,0,0,0,0,7.55,0,7.01,5.56,0,0,0,0,0,0.07,-2.11,-0.73,-0.24,0,0,0,0,0,0.66,0.32,0.29,0.44,0,0,0,0,0,9.36,4.03,-1.38,7.02,0,0,0,0,0,-5.43,-9.45,1.81,-8.52,0,0,0,0,0,98.24,89.57,88.94,97.85,0,0,0,0,0,95.89,87.93,85.1,95.13,0,0,0,0,0
543070,2014,10,24,0,34,177,5.403186441,184,328,42,0,478,0,0,0,0,5.43,7.14,5.79,5.65,0,0,0,0,0,-0.18,-0.49,-0.89,-0.45,0,0,0,0,0,0.25,1.06,0.22,0.4,0,0,0,0,0,9.35,4.4,-2.51,7.62,0,0,0,0,0,-6.03,-8.85,1.68,-8.37,0,0,0,0,0,95.44,88.4,86.47,96.33,0,0,0,0,0,93.12,86.47,82.82,92.89,0,0,0,0,0
543339,2010,8,27,4,84,286,7.445011484,947,151,324,10,0,0,0,0,0,5.81,3.09,9.27,0,0,0,0,0,0,0.01,-0.91,-0.86,0,-1.82,0,0,0,0,0.12,0.44,0.53,0,0.19,0,0,0,0,8.03,3.33,3.05,0,-4.25,0,0,0,0,-7.71,-10.95,0.28,0,4.14,0,0,0,0,96.35,87.69,89.86,0,76.19,0,0,0,0,93.22,83.3,85.5,0,74.46,0,0,0,0
543339,2011,17,50,8,169,666,3.281756757,2101,625,815,0,173,0,0,0,0,4.66,4.05,7.04,3.47,0,0,0,0,0,-0.13,-0.58,-0.68,-0.32,0,0,0,0,0,0.18,0.54,0.52,0.15,0,0,0,0,0,6.75,3.42,2.91,4.01,0,0,0,0,0,-8.94,-10.92,-1.42,-10.54,0,0,0,0,0,97.44,87.51,91.23,96.12,0,0,0,0,0,94.06,84.37,88.11,93.8,0,0,0,0,0
543339,2012,9,12,0,37,136,4.837647059,352,85,157,0,140,65,0,0,0,7.67,1.91,2.35,6.43,0,7.69,0,0,0,-0.17,-0.82,-1.27,-0.5,0,-1.06,0,0,0,0.18,0.52,0.24,0.53,0,0.15,0,0,0,7.14,5.03,0.97,4.65,0,3.52,0,0,0,-7.98,-10.08,0.85,-10.05,0,-1.86,0,0,0,96.54,87.35,86.31,96.52,0,93.67,0,0,0,93.92,84.26,83.77,93.82,0,88.3,0,0,0
543409,2010,0,16,0,20,64,3.454,289,130,3,0,0,0,0,0,0,3.81,0,2.31,0,0,0,0,0,0,0.1,0.17,-0.75,0,0,0,0,0,0,0.39,1.85,0.56,0,0,0,0,0,0,9.94,4.38,2.43,0,0,0,0,0,0,-4.59,-6.2,4.72,0,0,0,0,0,0,95.28,85.48,85.4,0,0,0,0,0,0,92.79,85.18,81.98,0,0,0,0,0,0
543409,2011,6,9,1,9,37,10.3222973,187,76,11,0,0,0,0,0,0,7.49,18.18,1.32,0,0,0,0,0,0,0.06,-0.69,-1.05,0,0,0,0,0,0,0.37,0.75,0.5,0,0,0,0,0,0,10.03,4.7,1.26,0,0,0,0,0,0,-5.45,-6.41,4.61,0,0,0,0,0,0,97.73,89.49,85.63,0,0,0,0,0,0,94.13,87.66,82.12,0,0,0,0,0,0
545064,2014,0,3,0,8,17,1.896705882,74,17,0,0,0,0,0,0,0,9.46,0,0,0,0,0,0,0,0,0.26,0,-1.16,0,0,0,0,0,0,0.31,0,-0.05,0,0,0,0,0,0,9.04,0,-1.15,0,0,0,0,0,0,-4.05,0,1.02,0,0,0,0,0,0,100.53,0,89.65,0,0,0,0,0,0,97.73,0,86.55,0,0,0,0,0,0
545064,2015,2,6,0,18,57,3.555052632,105,108,1,0,61,0,0,0,0,5.71,0,7.41,8.2,0,0,0,0,0,-0.13,-2.99,-0.93,-0.41,0,0,0,0,0,0.23,0.9,0.3,-0.06,0,0,0,0,0,8.18,8.94,2.55,6,0,0,0,0,0,-4.43,-3.7,1.3,-8.03,0,0,0,0,0,100.09,83.78,93.27,100.04,0,0,0,0,0,97.78,83.78,90.14,97.02,0,0,0,0,0
545404,2010,0,7,0,15,45,2.479,173,0,64,32,0,0,0,0,0,6.94,4.69,0,0,12.5,0,0,0,0,-0.12,-0.74,0,0,-0.57,0,0,0,0,0.67,0.68,0,0,0.05,0,0,0,0,10.7,5.79,0,0,-7,0,0,0,0,-2.77,-8.74,0,0,4.85,0,0,0,0,94.07,86.2,0,0,77.39,0,0,0,0,91.93,82.11,0,0,75.71,0,0,0,0
545404,2011,16,46,5,169,425,3.187352941,1476,475,250,236,0,0,0,0,0,5.96,4.4,4.21,0,2.97,0,0,0,0,0.27,-0.87,-0.95,0,-1.02,0,0,0,0,0.39,0.66,0.52,0,0.18,0,0,0,0,11.51,7.52,1.65,0,-7.67,0,0,0,0,-1.81,-7.28,2.24,0,4.26,0,0,0,0,96.15,86.22,88.03,0,78.3,0,0,0,0,92.55,80.58,83.37,0,74.56,0,0,0,0
545404,2012,6,29,1,68,243,3.490061728,819,243,126,124,14,0,0,0,0,7.2,3.17,6.17,0,0,0,0,0,0,0.27,-0.39,-0.69,0.27,-1.36,0,0,0,0,0.28,0.77,0.29,0.89,0.25,0,0,0,0,11.11,8.1,0.12,8.86,-10.13,0,0,0,0,-1.21,-7.41,2.58,-5.07,4.56,0,0,0,0,95.14,84.72,86.02,93.81,76.19,0,0,0,0,91.83,80.63,81.69,89.84,72.79,0,0,0,0
554430,2013,10,46,4,84,300,4.168,1059,269,54,172,166,0,0,0,0,8.03,5.56,5.58,3.61,3.49,0,0,0,0,0.1,-0.79,-0.85,-0.21,-0.98,0,0,0,0,0.26,0.49,0.26,0.22,0.35,0,0,0,0,8.66,6.52,1.37,6.6,-7.36,0,0,0,0,-4.9,-8.71,0.94,-8.32,5.81,0,0,0,0,99.21,89.93,91.88,97.41,81.51,0,0,0,0,95.45,87.81,88.03,94.82,78.49,0,0,0,0
554430,2014,14,79,11,187,556,3.552863309,1447,495,236,518,594,0,0,0,0,6.36,1.27,6.87,4.71,3.09,0,0,0,0,-0.04,-1.15,-0.62,-0.22,-0.96,0,0,0,0,0.28,0.52,0.46,0.16,0.24,0,0,0,0,8.62,6.06,1.97,6.67,-8.2,0,0,0,0,-6.24,-9.56,0.07,-8.49,6.19,0,0,0,0,99.43,94.75,94.27,98.82,83.59,0,0,0,0,96.17,89.21,90,95.69,79.6,0,0,0,0
571578,2012,14,25,4,86,321,4.001542056,454,267,235,0,653,0,0,0,0,3.74,5.53,5.62,7.2,0,0,0,0,0,0.27,-0.58,-0.59,-0.1,0,0,0,0,0,-0.14,0.11,-0.09,0.12,0,0,0,0,0,9.27,6.83,-0.81,7.31,0,0,0,0,0,5.84,8.36,-1.69,9.4,0,0,0,0,0,95.59,85.21,83.73,95.94,0,0,0,0,0,91.78,81.19,79.74,92.02,0,0,0,0,0
571578,2013,19,54,9,178,625,3.432,777,738,324,0,1407,0,0,0,0,4.25,4.01,4.61,6.89,0,0,0,0,0,0.18,-0.78,-1.24,-0.23,0,0,0,0,0,-0.11,0.01,-0.04,0.11,0,0,0,0,0,9.48,5.9,-0.56,6.83,0,0,0,0,0,7.16,9.29,-0.93,10.25,0,0,0,0,0,96.58,87.91,85.83,96.44,0,0,0,0,0,93.03,82.93,80.76,93,0,0,0,0,0
572089,2013,5,19,2,63,163,3.084809816,42,342,70,0,114,310,0,0,0,2.38,1.43,3.8,1.75,0,6.77,0,0,0,-0.39,-0.97,-0.83,-0.8,0,-0.62,0,0,0,0.29,0.67,0.77,0.41,0,0.27,0,0,0,7.34,3.48,2.53,4.75,0,4.75,0,0,0,4.23,7.34,-6.98,8.72,0,0.09,0,0,0,92.16,87.18,83.94,92.56,0,91.17,0,0,0,90.43,84.23,80.63,90.48,0,88.05,0,0,0
572089,2014,1,4,0,14,42,2.917714286,24,71,12,0,57,88,0,0,0,12.5,0,7.04,1.75,0,6.82,0,0,0,-0.4,-0.62,-0.9,-0.9,0,-0.77,0,0,0,0.21,0.62,0.54,0.29,0,0,0,0,0,7.54,4.55,1.95,4.39,0,4.03,0,0,0,3.65,6.96,-4.88,9.02,0,-0.59,0,0,0,92.05,87.1,86.05,91.8,0,90.31,0,0,0,89.22,84.39,80.87,88.51,0,86.99,0,0,0
572089,2015,0,3,0,8,31,2.456580645,0,59,8,0,54,54,0,0,0,0,0,1.69,7.41,0,7.41,0,0,0,0,-1.63,-0.67,-0.37,0,-0.47,0,0,0,0,0.46,0.31,0.37,0,0.64,0,0,0,0,3.48,-1.05,4.46,0,3.02,0,0,0,0,7.21,-4.97,7.32,0,-0.7,0,0,0,0,85.58,81.09,90.17,0,88.43,0,0,0,0,84.12,78.21,87.93,0,85.35,0,0,0
572140,2012,6,13,2,21,88,5.856363636,418,0,72,105,0,0,0,0,0,5.26,6.94,0,0,5.71,0,0,0,0,0.24,-0.74,0,0,-0.53,0,0,0,0,-0.12,-0.06,0,0,-0.37,0,0,0,0,11.05,5.89,0,0,-10.21,0,0,0,0,4.45,4.03,0,0,-5.15,0,0,0,0,95.59,83.42,0,0,77.33,0,0,0,0,90.45,79.41,0,0,74.12,0,0,0,0
572140,2013,7,15,2,36,116,4.858344828,246,0,131,138,193,0,0,0,0,6.91,6.87,0,8.29,8.7,0,0,0,0,0.4,-0.72,0,0.02,-0.34,0,0,0,0,0.03,-0.03,0,0.18,-0.15,0,0,0,0,10.67,4.71,0,8.08,-9.31,0,0,0,0,4.25,4.63,0,8.95,-7.09,0,0,0,0,93.49,85.41,0,92.02,77.78,0,0,0,0,90.33,82.42,0,89.4,74.65,0,0,0,0
572140,2014,9,30,4,86,339,3.547929204,700,8,174,449,506,12,0,0,0,9.29,8.05,12.5,6.32,6.24,0,0,0,0,0.2,-0.59,0.03,-0.15,-0.6,0.6,0,0,0,0.12,0.13,0.32,0.43,0.01,-0.1,0,0,0,10.98,4.73,6.19,7.57,-8.71,7.49,0,0,0,3.17,6.2,-1.74,8.9,-6.91,0.51,0,0,0,95.81,88.87,86.36,95.25,82.13,94.4,0,0,0,92.92,85.11,85.09,92.79,77.53,90.5,0,0,0
572831,2013,2,12,2,20,86,4.024744186,311,114,29,0,3,0,0,0,0,8.68,3.45,5.26,33.33,0,0,0,0,0,-0.1,-0.89,-0.69,-0.86,0,0,0,0,0,0.09,0.38,0.7,-0.42,0,0,0,0,0,8.81,5.1,2.23,2.73,0,0,0,0,0,4.39,10.16,-2.65,8.28,0,0,0,0,0,96.49,88.62,86.46,92.62,0,0,0,0,0,93.77,86.65,82.25,91.39,0,0,0,0,0
572831,2014,2,6,0,28,82,2.69297561,197,85,17,0,5,104,0,0,0,4.57,11.76,2.35,0,0,5.77,0,0,0,-0.32,-0.39,-0.99,-0.85,0,-0.84,0,0,0,0.36,0.63,0.81,0.91,0,0.45,0,0,0,7.51,3.61,1.39,3.98,0,1.95,0,0,0,3.92,8.9,-4.26,9.79,0,-0.1,0,0,0,95.73,89.33,84.36,93.04,0,90.65,0,0,0,93.31,86.54,80.32,92.42,0,87.05,0,0,0
592238,2013,1,5,1,22,92,2.624086957,297,107,45,0,0,0,0,0,0,4.04,2.22,7.48,0,0,0,0,0,0,-0.07,-0.94,-0.37,0,0,0,0,0,0,0.06,0.6,0.44,0,0,0,0,0,0,6.49,5.39,0.71,0,0,0,0,0,0,-8.51,-8.74,0.64,0,0,0,0,0,0,95.05,87.03,87.02,0,0,0,0,0,0,92.48,84.58,83.88,0,0,0,0,0,0
592238,2014,2,18,6,46,210,3.217714286,805,217,80,0,0,0,0,0,0,8.2,1.25,4.15,0,0,0,0,0,0,-0.18,-1.12,-0.85,0,0,0,0,0,0,-0.15,0.58,0.44,0,0,0,0,0,0,5.77,5.6,-0.83,0,0,0,0,0,0,-9.14,-9.06,0.86,0,0,0,0,0,0,96.16,88.11,88.88,0,0,0,0,0,0,93.74,86.21,85.37,0,0,0,0,0,0
594987,2014,0,5,1,7,31,3.519096774,6,27,3,0,125,0,0,0,0,0,0,22.22,3.2,0,0,0,0,0,0.29,-0.31,-0.71,-0.67,0,0,0,0,0,0.71,1.23,0.14,0.02,0,0,0,0,0,8.43,2.89,-1.12,4.97,0,0,0,0,0,-4.99,-7.85,2.54,-8.86,0,0,0,0,0,94.58,87.35,89.56,95.5,0,0,0,0,0,93.04,86.91,86.44,93.46,0,0,0,0,0
594987,2015,1,1,0,5,15,4.334,3,14,9,0,51,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0.37,-1.17,-0.83,-0.45,0,0,0,0,0,-0.52,-0.03,0.21,0.2,0,0,0,0,0,7.54,2.89,2.34,4.05,0,0,0,0,0,-7.01,-8.73,1.73,-9.28,0,0,0,0,0,91.77,85.86,87.33,93.48,0,0,0,0,0,90.36,84.77,86.29,91.46,0,0,0,0,0
595032,2014,10,18,4,60,227,4.136405286,341,395,300,0,228,0,0,0,0,8.21,1,6.84,5.7,0,0,0,0,0,0.01,-1.21,-0.68,-0.34,0,0,0,0,0,0.3,0.48,0.44,0.12,0,0,0,0,0,9.6,2.16,3.74,7.07,0,0,0,0,0,-3.68,-7.4,2.79,-7.1,0,0,0,0,0,94.37,87.83,88.72,94.23,0,0,0,0,0,91.62,84.51,85.73,91.48,0,0,0,0,0
595032,2015,3,5,2,16,58,4.582275862,48,80,74,32,89,0,0,0,0,12.5,6.76,6.25,6.74,0,0,0,0,0,0.18,-0.66,-0.7,-0.13,-0.34,0,0,0,0,0.26,0.23,0.42,0.21,0.17,0,0,0,0,10.27,2.35,2,8.63,-2,0,0,0,0,-3.67,-8.33,3.69,-6.74,3.9,0,0,0,0,91.99,84.84,85.22,92.24,79.96,0,0,0,0,90.14,82.51,82.86,89.95,77.45,0,0,0,0
605169,2014,1,5,2,25,61,2.345114754,270,0,7,81,0,0,0,0,0,5.93,0,0,0,3.7,0,0,0,0,-0.09,-1.78,0,0,-1.4,0,0,0,0,0.18,1.07,0,0,0.09,0,0,0,0,8.59,7.1,0,0,-0.56,0,0,0,0,-6.3,-8.95,0,0,4.11,0,0,0,0,102.34,89.12,0,0,86.86,0,0,0,0,98.4,87.69,0,0,84.42,0,0,0,0
605169,2015,2,7,2,58,93,1.101741935,286,0,0,157,0,0,0,0,0,7.34,0,0,0,4.46,0,0,0,0,0.1,0,0,0,-1.41,0,0,0,0,0.3,0,0,0,0.27,0,0,0,0,7.39,0,0,0,-0.51,0,0,0,0,-7.02,0,0,0,3.62,0,0,0,0,102.05,0,0,0,87.7,0,0,0,0,98.96,0,0,0,84.37,0,0,0,0
605228,2013,10,58,5,187,518,2.729467181,1322,0,223,883,175,0,0,0,2,5.75,2.24,0,2.86,6.57,0,0,0,0,0,-0.64,0,-0.34,-0.57,0,0,0,-0.75,0.33,0.74,0,0.77,0.3,0,0,0,0.24,8.46,2.72,0,4.78,-3.31,0,0,0,-2.98,-5.05,-9.28,0,-8.86,9.06,0,0,0,7.71,100.27,91.74,0,98.64,87.59,0,0,0,71.8,96.11,87.58,0,94.21,82.62,0,0,0,65.18
605228,2014,4,13,0,70,155,2.183612903,353,0,81,286,45,0,0,0,0,7.08,2.47,0,2.22,4.9,0,0,0,0,0.07,-0.74,0,-0.26,-0.67,0,0,0,0,0.35,0.77,0,0.87,0.23,0,0,0,0,8.86,2.1,0,5.04,-1.81,0,0,0,0,-6.24,-9.66,0,-9.31,8.94,0,0,0,0,100.56,92.49,0,96.58,88.07,0,0,0,0,96.6,89.29,0,93.62,83.55,0,0,0,0
