BB.x,BB.y,birth_year,Change.bway.x,Change.bway.y,Change.hloc.x,Change.hloc.y,Change.maxmph.x,Change.maxmph.y,Change.mph.x,Change.mph.y,Change.pfx_x.x,Change.pfx_x.y,Change.pfx_z.x,Change.pfx_z.y,Change.vloc.x,Change.vloc.y,Change.x,Change.y,Curve.bway.x,Curve.bway.y,Curve.hloc.x,Curve.hloc.y,Curve.maxmph.x,Curve.maxmph.y,Curve.mph.x,Curve.mph.y,Curve.pfx_x.x,Curve.pfx_x.y,Curve.pfx_z.x,Curve.pfx_z.y,Curve.vloc.x,Curve.vloc.y,Curve.x,Curve.y,Cutter.bway.x,Cutter.bway.y,Cutter.hloc.x,Cutter.hloc.y,Cutter.maxmph.x,Cutter.maxmph.y,Cutter.mph.x,Cutter.mph.y,Cutter.pfx_x.x,Cutter.pfx_x.y,Cutter.pfx_z.x,Cutter.pfx_z.y,Cutter.vloc.x,Cutter.vloc.y,Cutter.x,Cutter.y,FIP.x,FIP.y,Fourseam.bway.x,Fourseam.bway.y,Fourseam.hloc.x,Fourseam.hloc.y,Fourseam.maxmph.x,Fourseam.maxmph.y,Fourseam.mph.x,Fourseam.mph.y,Fourseam.pfx_x.x,Fourseam.pfx_x.y,Fourseam.pfx_z.x,Fourseam.pfx_z.y,Fourseam.vloc.x,Fourseam.vloc.y,Fourseam.x,Fourseam.y,HBP.x,HBP.y,HR.x,HR.y,IPouts.x,IPouts.y,key_bbref,Knuckler.bway.x,Knuckler.bway.y,Knuckler.hloc.x,Knuckler.hloc.y,Knuckler.maxmph.x,Knuckler.maxmph.y,Knuckler.mph.x,Knuckler.mph.y,Knuckler.pfx_x.x,Knuckler.pfx_x.y,Knuckler.pfx_z.x,Knuckler.pfx_z.y,Knuckler.vloc.x,Knuckler.vloc.y,Knuckler.x,Knuckler.y,mlbam_id,prev_yearID,Sinker.bway.x,Sinker.bway.y,Sinker.hloc.x,Sinker.hloc.y,Sinker.maxmph.x,Sinker.maxmph.y,Sinker.mph.x,Sinker.mph.y,Sinker.pfx_x.x,Sinker.pfx_x.y,Sinker.pfx_z.x,Sinker.pfx_z.y,Sinker.vloc.x,Sinker.vloc.y,Sinker.x,Sinker.y,Slider.bway.x,Slider.bway.y,Slider.hloc.x,Slider.hloc.y,Slider.maxmph.x,Slider.maxmph.y,Slider.mph.x,Slider.mph.y,Slider.pfx_x.x,Slider.pfx_x.y,Slider.pfx_z.x,Slider.pfx_z.y,Slider.vloc.x,Slider.vloc.y,Slider.x,Slider.y,Slow.Curve.bway.x,Slow.Curve.bway.y,Slow.Curve.hloc.x,Slow.Curve.hloc.y,Slow.Curve.maxmph.x,Slow.Curve.maxmph.y,Slow.Curve.mph.x,Slow.Curve.mph.y,Slow.Curve.pfx_x.x,Slow.Curve.pfx_x.y,Slow.Curve.pfx_z.x,Slow.Curve.pfx_z.y,Slow.Curve.vloc.x,Slow.Curve.vloc.y,Slow.Curve.x,Slow.Curve.y,SO.x,SO.y,Split.bway.x,Split.bway.y,Split.hloc.x,Split.hloc.y,Split.maxmph.x,Split.maxmph.y,Split.mph.x,Split.mph.y,Split.pfx_x.x,Split.pfx_x.y,Split.pfx_z.x,Split.pfx_z.y,Split.vloc.x,Split.vloc.y,Split.x,Split.y,yearID,tjs_label
6,4,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,9.26,0.32,0.22,92.18,93.36,89.55,90.95,2.77,1.23,4.1,4.55,-0.67,-0.55,93,54,3.66625806451613,3.77029787234043,4.04,6.19,0.42,0.28,97.99,98.27,94.9,95.33,-2.16,-3.12,8.16,7.31,-0.15,-0.1,223,113,1,0,2,2,62,47,martich02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455119,2014,0,8.2,-0.75,-0.23,95.56,96.76,93.8,94.47,-7.29,-7.47,7.34,5.8,-0.71,-0.4,14,61,1.72,4.44,0.24,0.47,86.61,84.61,83.18,83.06,3.65,1.59,-2.65,-1.47,-1.44,-0.98,58,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
21,26,1985,4.17,0,0.26,0.49,89.64,87.61,87.13,86.22,6.21,5.32,10.21,8.89,-1.11,-0.35,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.001125,3.345,6.07,4.49,0.23,0.14,94.84,95.23,92.6,92.49,5.91,4.5,12.37,12.67,-0.17,0.16,428,601,1,2,2,7,128,156,bastaan01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455374,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07,5.8,0.17,0.22,87.53,87.87,84.68,84.36,-1.03,-2.18,3.65,4.26,-1,-1.03,270,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0
56,83,1982,4.38,3.09,0.6,0.39,86.22,86.28,83.2,82,5.93,5.59,9.76,9.66,-0.29,-0.42,274,356,2.79,2.46,-0.04,-0.24,83.32,81.89,77.87,77.08,-0.03,-2.3,-3.34,-1.06,-1.34,-1.31,287,285,3.32,6.02,0.08,-0.24,87.87,88.9,84.5,84.75,-1.05,0.31,3.6,4.79,-0.6,-0.27,361,332,4.01435483870968,4.68811300639659,7.03,4.7,0.33,0.22,95.2,95.3,91.32,91.1,4.14,3.86,11.98,12.16,0.2,0.13,1251,1511,2,2,19,21,434,469,happja01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457918,2011,6.29,4.21,0.42,0.36,93.91,95.15,91.04,91.02,8.04,7.67,9.78,10.69,-0.19,-0.11,429,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
20,44,1982,2.38,2.4,0.71,0.61,88.63,89.31,85.6,85.66,-7.69,-6.98,3.63,4.31,-0.35,-0.52,84,125,5.81,2.93,0.38,0.45,83.73,83.78,79.97,79.4,9.33,7.48,-6.89,-6.42,-0.38,-0.6,155,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02360975609756,5.77147058823529,8.45,6.6,0.42,0.43,94.67,94.98,91.28,91.19,-6.51,-6.04,8.37,8.96,0.01,0.11,414,970,1,4,9,23,164,306,humbeph01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458950,2012,6.36,0,0.32,-0.24,93.17,89.97,90.38,89.63,-9.23,-6.31,5.39,5.01,-0.27,-0.01,110,4,4.79,5.41,0.52,0.31,88.48,90.5,84.1,83.56,1.78,1.53,1.78,1.91,-0.9,-0.43,146,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0
7,21,1983,5.41,2.08,0.56,1.25,86.43,87.09,84.25,84.56,-7.18,-7.24,5.42,6.72,-0.61,-0.36,37,48,0,0,-1.04,1.68,79.11,77.82,78.44,77.82,1.58,4.45,-3.53,-2.84,1.61,0.53,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50177966101695,5.45053191489362,5.11,4.86,0.21,0.22,94.56,95.96,91.17,93.07,-5.23,-5.12,9.32,9.26,0.25,0.23,137,370,1,1,5,10,59,141,berkeja01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460072,2011,3.45,2.46,0.04,0.31,93.72,94.79,91.57,92.59,-7.34,-8.49,6.85,6.94,-0.54,-0.3,87,122,1.45,4.32,0.34,0.15,86.71,87.46,83.95,84.45,0.05,1.37,1.54,0.82,-0.88,-0.98,69,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
2,4,1979,0,8,0.83,0.64,86.42,86.5,86.18,84.61,-8.85,-8.57,1.36,2.48,-1.14,-0.35,2,25,0,10.13,0.52,0.51,79.91,80.54,78.37,77.54,5.4,6.52,-10.24,-9.57,-0.13,-0.75,14,79,7.69,4.88,0.31,0.38,92.1,91.68,89.18,88.6,-0.09,0.23,3.14,5.3,-0.01,0.07,39,123,10.595,3.08882978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,47,palmema01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461212,2011,2.63,6.67,0.29,0.37,94.52,92.87,91.77,90.63,-9.89,-9.04,4.41,5.5,-0.11,-0.2,38,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
21,5,1981,2.33,0,0.39,0,91.46,0,88.92,0,-7.07,0,3.98,0,-0.93,0,86,0,0,0,0.39,0,82.23,0,80.19,0,4.43,0,-6.13,0,-0.61,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51465517241379,5.54328571428571,9.65,9.68,0.18,-0.01,95.79,96.21,93.45,92.77,-4.88,-6.08,8.66,8.83,0.02,0.25,114,31,1,1,4,1,145,28,grayje02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462522,2010,6.27,6,0.15,0.14,97.03,95.66,94.16,93.4,-8.44,-8.92,6.01,6.44,-0.31,-0.32,383,100,4,2.78,0.64,0.28,91.01,88.58,87.99,86.09,0.61,0.04,2.49,2.42,-0.67,-0.63,125,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0
15,5,1988,4.88,0,0.63,0.23,91.5,88.02,89.51,85.66,-9.29,-10.05,1.46,3.4,-0.65,-1.24,41,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15580952380952,6.13890909090909,8.99,4.76,0.16,0.12,99.36,97.17,96.91,93.69,-5.92,-7.31,7.23,6.28,0.03,-0.12,178,21,3,1,1,2,126,33,dysonsa01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473879,2013,4.48,6.5,-0.03,0.1,100.27,96.94,96.49,92.4,-9.36,-10.08,1.75,2.33,-0.4,-0.35,357,123,5.49,18.18,0.33,0.38,87.75,87.12,83.97,83.75,8.98,3.07,-2.1,-2.27,-0.52,-0.87,91,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0
22,25,1987,10.45,3.61,0.51,0.83,90.13,91,88.03,88.12,-7.39,-7.28,0.52,-0.81,-0.43,-0.75,67,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.352,2.73611881188119,6.76,5.97,0.23,0.22,98.52,100.26,95.53,96.22,-5.77,-6.02,8.59,7.92,0.12,0.16,355,603,2,4,3,2,150,202,cookry01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475857,2013,1.57,1.86,0.38,0.7,98.06,98.4,94.93,95.45,-9.05,-9.59,5.3,3.97,-0.24,-0.36,127,215,6.15,2.44,0.37,0.23,88.55,89.42,85.71,85.59,2.78,3.48,-0.74,-1.28,-0.67,-0.57,195,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0
21,19,1986,0,3.7,0.74,0.67,90.43,88.92,87.9,86.58,-8.17,-7.87,3.22,4.36,-0.61,-0.69,23,54,0,0,0,2.22,0,80.97,0,78.81,0,6.65,0,-5.59,0,0.07,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3059185520362,4.29954545454545,4.5,7.2,0.07,0.33,97.32,97.03,93.92,93.17,-7.79,-8.03,7.65,7.72,-0.21,-0.32,711,472,3,3,3,3,221,132,mazzavi01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476570,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,2.99,0.33,0.53,91.73,89.31,87.62,85.87,0.44,1.39,1.64,0.93,-0.79,-0.83,456,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0
26,26,1986,0,0,1.45,1.48,86.68,85.02,82.39,79.95,-6.68,-4.97,3.2,1.67,-0.76,-0.55,49,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68323529411765,4.29874301675978,8.25,6.48,0.42,0.43,94.28,93.11,90.71,90.11,-4.68,-5.01,7.69,7.6,-0.05,0.09,606,540,1,3,10,9,153,179,colemlo01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488786,2011,0,0,0.93,0,90.8,0,88.93,0,-9.05,0,2.01,0,-0.99,0,8,0,3.56,5.12,0.41,0.56,85.09,82.85,80.34,79.59,6.45,5.63,-1.72,-0.98,-0.88,-0.8,421,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
38,13,1988,6.67,7.89,0.72,0.46,87.94,86.77,84.95,82.04,-6.93,-6.29,7.71,8.74,-0.61,-0.69,150,38,0,0,0,-0.45,0,76.13,0,76.13,0,1.05,0,-4.18,0,-1.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06613471502591,3.40181818181818,5.56,3.7,0.23,0.18,99.4,98.11,95.8,94.57,-3.99,-3.9,9.89,9.91,0.29,0.11,899,162,8,1,15,3,386,88,archech01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502042,2012,2.45,1.97,0.29,-0.03,98.53,98.33,95.67,94.42,-7.5,-7.57,8.2,7.87,-0.16,-0.16,367,152,5.74,2.92,0.36,0.26,91.22,88.51,86.1,84.03,3.29,3.31,-1.17,-1.79,-0.74,-0.58,697,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0
23,17,1987,0,5.81,0,0.29,0,88.3,0,85.45,0,8.46,0,2.57,0,-0.71,0,86,3.13,1.59,0.36,0.25,87.76,84.76,83.98,79.71,-4.94,-5.94,-2.99,-3.46,-0.87,-0.78,96,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.132,4.798,0,3.98,0.11,0.13,97.23,95.97,96.27,92.38,4.98,5.03,8.33,8.27,-0.2,-0.41,6,201,1,1,4,4,229,120,brittza01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502154,2013,6.86,8.03,0.19,0.27,99.31,96.59,96.21,92.47,8.6,8.54,4.69,4.4,-0.52,-0.44,1020,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0
6,7,1985,0,0,0.12,0.23,88.24,88.66,84.84,86.28,-5.53,-6.98,0.81,0.07,-1.7,-1.19,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.87277777777778,4.93409090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,27,44,carpean01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502165,2011,4.65,3.57,0.68,0.33,92.79,93.28,90.4,91.5,-6.97,-8,8.4,8.04,-0.49,-0.52,86,140,5.56,10.29,0.91,0.35,85.62,86.96,83.27,84.74,2.11,1.85,2.74,2.9,-1.07,-0.84,36,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
16,55,1988,2.36,1.68,0.22,0.23,87.63,87.12,84.01,82.04,-7.65,-6.79,0.62,-0.04,-1.41,-1.12,127,358,3.96,3.13,0.42,0.53,83.73,82.58,81.01,79.23,4.58,5.82,-7,-7.19,-1.64,-1.02,101,288,2.65,2.78,0.49,0.08,91.38,92.21,89.06,87.72,-0.28,0.09,3.69,2.52,-0.62,-0.22,113,36,3.91861538461538,3.89103614457831,0,5.66,0.29,0.15,94.43,94.51,93.55,92.05,-5.65,-6.06,9.15,7.39,0.39,0.29,10,106,2,4,4,9,130,332,cahiltr01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502239,2014,5.12,2.94,0.33,0.35,96.48,94.37,92.64,90.66,-9.95,-9.71,4.28,3.29,-0.42,-0.55,410,1124,0,0,0,0.11,0,85.01,0,84.04,0,0,0,-0.76,0,-0.48,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
11,2,1987,0,0,0.95,0,89.54,0,88.38,0,-7.82,0,4.8,0,-0.68,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.624,4.91578378378378,7.99,6.9,0.31,0.25,96.78,95.07,94.55,93.27,-4.11,-4.19,8.54,9.96,0.03,0.03,313,116,0,0,2,2,100,37,milleju02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502522,2014,0,0,0,1.45,0,93.76,0,92.73,0,-6.75,0,7.81,0,0.04,0,4,10.24,13.7,0.35,0.07,90.22,86.48,86.82,83.24,1.47,5.22,2.58,-0.28,-0.31,-0.39,205,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
27,54,1990,8.96,4.41,0.39,0.55,91.88,93.25,88.87,87.65,-5.1,-3.84,4.63,2.59,-0.38,-0.53,67,544,0,0,0.67,0,74.1,0,63.9,0,5.53,0,-2.56,0,-0.07,0,22,0,0,0,0.15,0,94.5,0,90.09,0,-2.95,0,4.98,0,-0.72,0,26,0,3.18436363636364,5.17685053380783,6.34,6.15,0.25,0.25,98.61,98.75,94.71,94.84,-3.82,-4.55,7.98,7.64,-0.16,-0.1,284,520,7,3,2,29,308,562,alvarhe01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506693,2012,4.57,5.69,0.25,0.23,97.7,98.23,93.34,93.72,-7.77,-7.98,5.7,4.79,-0.51,-0.41,809,1442,4.68,8.8,0.2,0.21,89.57,93.19,82.13,85.4,4.24,3.51,-1.86,2.22,-0.75,-0.6,235,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0
7,33,1990,0,3.79,0.79,0.47,90.11,92.98,87.77,89.87,-4.6,-6.61,1.82,2.15,-0.66,-0.62,49,554,0,6.67,0.13,-0.06,79.4,81.82,77.02,77.73,4.12,3.88,-3.43,-2.4,-0.84,0.04,3,15,0,0,0,0.27,0,93.16,0,90.69,0,-2.38,0,4.63,0,-0.47,0,6,3.85041791044776,3.57585026737968,5.62,8.1,0.27,0.17,94.96,98.64,91.75,94.53,-4.26,-3.97,8.25,8.57,0.15,0.08,89,531,0,8,1,14,67,561,alvarhe01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506693,2014,1.01,5.17,0.35,0.14,94.56,97.98,91.72,94.29,-7.71,-7.73,5.49,5.95,-0.42,-0.32,99,1160,12.96,9.18,0.3,0.31,87.7,91.53,84.03,84.37,3.77,3.71,-0.38,-1,-0.51,-0.59,54,305,0,4.35,0.28,0.11,69.53,65.74,61.33,60.45,4.66,4.98,-2.56,-1.88,-0.76,0.01,5,23,9,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
4,6,1988,0,9.09,2.19,1.03,87.61,93.9,87.52,91.49,-9.23,-7.98,1.04,3.44,0.01,-1.12,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.882,5.36228571428571,6.25,10.42,0.64,0.27,96.49,99.1,94.54,96.76,-2.56,-3.19,7.36,8.49,0.09,-0.21,16,96,1,1,0,2,4,35,ortegjo01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514639,2013,0,0,0.42,0.15,95.58,98.76,93.97,96.89,-8.78,-8.23,5.3,6.2,0.39,0.04,9,42,0,2.04,0.22,0.47,85.07,86.97,83.16,85.31,7.17,7.59,-0.86,-2.63,-1.82,-0.88,6,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0
18,13,1989,0,2.56,0.44,0.61,87.25,87.03,85.65,84.82,10.99,10.5,1.64,1.62,-1.18,-0.94,72,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47284297520661,3.28540909090909,0,4.82,-0.61,0.11,94.45,94.44,92.79,91.65,8.55,10.21,8.14,4.74,0.13,-0.4,8,83,0,4,4,2,121,176,mcfartj01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519008,2014,5.72,4.24,0.21,0.19,95.08,94.62,92.72,91.62,11.59,11.45,3.5,2.25,-0.74,-0.7,437,543,4.65,2.65,0.29,0.46,85.74,87.84,82.67,84.88,-1.3,-1.18,-1.38,-0.53,-1.02,-1.3,129,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
17,26,1985,6.45,1,0.45,0.46,87.99,88.1,85.86,85.53,8.84,8.96,3.99,2.13,-0.84,-1.11,31,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72357142857143,3.13790322580645,13.73,3.17,0.35,0.23,95.37,94.22,92.72,92.58,9.77,9.7,7.99,8.35,-0.3,-0.27,51,63,0,4,7,3,140,186,rzepcma01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519240,2011,5.42,6.82,0.3,0.27,95.45,94.95,92.74,92.04,10.94,11.23,4.21,4,-0.69,-0.47,498,572,2.78,4.5,0.67,0.68,87.99,88.24,85.05,84.94,0.05,0.49,-1.66,-2.56,-1.04,-0.88,180,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
7,7,1989,0,0,0.92,0,84.61,0,84.28,0,-8.05,0,3.78,0,-0.63,0,3,0,0,3.23,0.33,0.69,80.94,84.13,78.85,80.11,3.35,1.15,-3.77,-2.76,-0.73,-0.72,25,31,5.56,2.11,0.78,0.47,92.09,93.23,89.23,89.36,-1.97,-1.05,7.24,7.18,-0.43,-0.12,72,95,3.974,3.95018181818182,0,0,0,-0.11,0,91,0,90.9,0,-4.45,0,8.38,0,0.16,0,2,0,0,0,0,25,33,beeleda01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542923,2014,1.61,4.12,0.38,0.33,91.91,94.59,89.26,91.28,-6.18,-8.27,3.79,4.3,-0.35,-0.3,62,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0.55,0.95,84.31,88.23,83.34,85.89,-5.46,-4.75,1.12,2.36,-2.27,-0.49,3,15,2015,0
17,5,1985,0,0,0.89,0.58,82.39,81.8,80.91,79.96,-6.43,-8.59,-7.17,-2.99,-1.28,-1.05,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66021739130435,8.025,0,0,1.24,0.73,90.31,88.5,90.07,87.59,-8.51,-7.79,4.06,1.64,-0.5,1.03,3,5,0,1,3,3,138,27,eppleco01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543136,2011,2.94,1.74,0.29,0.44,91.67,90.78,88.36,88.37,-8.92,-8.63,-4.03,-3.7,-0.8,-0.74,680,115,1.54,0,0.47,0.39,84.61,82.48,81.78,79.96,2.07,2.71,-0.16,-0.49,-0.97,-0.84,130,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
31,26,1987,3.33,7.14,0.75,0.57,90.64,90.13,88.71,87.82,-6.75,-7.23,6.69,7.24,-0.48,-0.72,30,28,4.78,5.15,0.5,0.47,78.95,77.99,75.78,75.18,6.81,7.03,-6.21,-6.48,-0.53,-0.18,230,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96710638297872,3.47224242424242,5.45,6.38,0.41,0.44,97.32,96.79,93.97,93.88,-3.9,-4.39,9.75,10.2,0.4,0.4,734,846,1,2,13,6,188,198,hoovejj01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543331,2013,0,0,-0.92,0,94.2,0,93.78,0,-8.18,0,4.92,0,0.82,0,2,0,7.44,10,0.67,0.49,88.41,83.15,84.57,80.79,3.15,4.33,-0.57,-2.51,-0.42,-0.89,121,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0
73,73,1990,3.28,3.03,0.46,0.76,90.77,92.89,87.19,86.73,-7.71,-6.58,4.62,7.82,-0.66,-0.36,61,66,6.67,5.24,0.5,0.48,83.24,82.01,78.91,77.74,7.11,7.63,-5.23,-5.22,-0.66,-0.63,300,573,4.35,6.95,0.61,0.42,91.69,94.92,87.9,87.79,0.78,1.51,4.28,3.77,-0.3,-0.59,644,187,3.44568831168831,4.53637158469945,6.38,7.5,0.21,0.31,98.91,97.6,95.11,94.34,-4.92,-3.89,8.98,8.8,0.28,0.08,1332,1987,6,2,13,22,616,549,millesh01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571946,2014,6.31,6.09,0.05,0.31,98.15,96.51,94.55,94.18,-7.96,-7.45,5.75,6.94,0.01,-0.24,697,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0
51,44,1988,0,0,0.73,0.82,91.81,92.98,89.53,88.7,-6.68,-4.94,4.48,5.6,-0.93,0.47,15,37,3.18,9.43,0.25,0.55,83.2,81.22,79.59,78.14,5.76,5.32,-12.3,-13.56,-0.53,0.56,157,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60433201581028,3.66179310344828,6.76,7.11,0.24,0.21,99.35,98.39,97.13,95.37,-0.51,0.12,7.43,5.54,-0.02,-0.04,976,942,7,1,5,12,506,435,richaga01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572070,2013,3.14,4.06,0.54,0.73,99.47,98.64,96.8,95.41,-6.31,-5.14,6.06,5.27,-0.36,-0.33,765,714,6.72,5.14,0.29,0.21,91.68,90.15,87.48,86.25,2.5,2.67,-3.96,-5.95,-0.9,-0.81,804,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0
